gene	transcript	protein_change	score	pvalue	qvalue	info
DHX9	ENST00000367549	.	.	0.000627889086027818	0.071836758233971	.
NEB	ENST00000397345	.	.	0.000628888837250245	0.071836758233971	.
FAT1	ENST00000441802	.	.	0.000639708231705549	0.0724223148220536	.
ENO1	ENST00000234590	.	.	0.000641430423601867	0.0724223148220536	.
ACOX3	ENST00000356406	.	.	0.000648941540720845	0.0728492822695418	.
GAB3	ENST00000424127	.	.	0.000655250292969663	0.0731371655575796	.
EXOSC8	ENST00000389704	.	.	0.000659733926866336	0.0732192204175008	.
PDE4D	ENST00000546160	.	.	0.000665149236116969	0.0733375181376016	.
TNXB	ENST00000451343	.	.	0.000670888049692615	0.0733375181376016	.
KCNQ2	ENST00000359125	.	.	0.000672063469340638	0.0733375181376016	.
LAMA1	ENST00000389658	.	.	0.000678908560232071	0.0735568653970201	.
LAMC3	ENST00000361069	.	.	0.000681605111189302	0.0735568653970201	.
PCDH11X	ENST00000395337	.	.	0.000692584579911833	0.0739606441941655	.
ARHGAP20	ENST00000260283	.	.	0.000696706011965722	0.0739606441941655	.
CEP78	ENST00000376597	.	.	0.000696706011965722	0.0739606441941655	.
SPTA1	ENST00000368147	.	.	0.000736557684144867	0.0777685472670362	.
ZFHX4	ENST00000521891	.	.	0.000745883216503373	0.0783297681073139	.
TXLNB	ENST00000358430	.	.	0.000751063140996367	0.0784519590004387	.
ERAS	ENST00000338270	.	.	0.000775614030178902	0.0805854726142792	.
IVL	ENST00000368764	.	.	0.000790950598503005	0.0817441166167153	.
WWP1	ENST00000517970	.	.	0.000804563729502401	0.0827133859387916	.
APBA2	ENST00000558402	.	.	0.000859332314538335	0.0877726445001621	.
NUP50	ENST00000347635	.	.	0.000862762900938469	0.0877726445001621	.
PLCG2	ENST00000359376	.	.	0.000887957313539212	0.0896732370638272	.
RHOBTB2	ENST00000519685	.	.	0.000895145310872829	0.0896732370638272	.
WNT5A	ENST00000474267	.	.	0.000895217387367343	0.0896732370638272	.
SMARCA4	ENST00000429416	.	.	0.000931600217522882	0.0928415665758901	.
TFDP1	ENST00000375370	.	.	0.000979846525827606	0.0971540212639118	.
TUBA4A	ENST00000248437	.	.	0.00101866628656735	0.100492972603637	.
PCSK1	ENST00000311106	.	.	0.00106563091364459	0.104597832342813	.
ALDH3A1	ENST00000457500	.	.	0.00107513649934623	0.10500320620865	.
CSMD3	ENST00000297405	.	.	0.00114683993875489	0.110827991069842	.
PCDHAC1	ENST00000253807	.	.	0.00114683993875489	0.110827991069842	.
PI4KA	ENST00000255882	.	.	0.00115179860682834	0.110827991069842	.
NFASC	ENST00000339876	.	.	0.00117858376687067	0.112849395677867	.
RIMS1	ENST00000521978	.	.	0.00118908090024789	0.1132991084124	.
CHD4	ENST00000357008	.	.	0.00120325813097838	0.113754166907197	.
SKIV2L2	ENST00000230640	.	.	0.00120550414937745	0.113754166907197	.
AXIN2	ENST00000307078	.	.	0.00122712634210097	0.115237782885857	.
BMPR1B	ENST00000440890	.	.	0.00123863083883112	0.115761608492288	.
PPIE	ENST00000372830	.	.	0.00125029239443706	0.116014824051086	.
LATS2	ENST00000382592	.	.	0.00125321905876103	0.116014824051086	.
STK4	ENST00000372806	.	.	0.00127827842846425	0.116352887848474	.
B2M	ENST00000558401	.	.	0.00127975428046898	0.116352887848474	.
AMER1	ENST00000330258	.	.	0.00127975428046898	0.116352887848474	.
TNN	ENST00000239462	.	.	0.00128069783890964	0.116352887848474	.
LDLRAD3	ENST00000315571	.	.	0.00129059598490835	0.116709311913031	.
UNC5D	ENST00000404895	.	.	0.00133067817611125	0.119229985385234	.
RAC2	ENST00000249071	.	.	0.00133067817611125	0.119229985385234	.
IL21R	ENST00000337929	.	.	0.00135235362586755	0.120618828192104	.
EIF4B	ENST00000262056	.	.	0.0013959269976532	0.12342074530229	.
BCL2	ENST00000398117	.	.	0.00140238731418226	0.12342074530229	.
BRCA1	ENST00000471181	.	.	0.00140272387534472	0.12342074530229	.
MYO5A	ENST00000399231	.	.	0.0014132954804226	0.123692728269886	.
FARSB	ENST00000281828	.	.	0.00141848006616774	0.123692728269886	.
FCGRT	ENST00000221466	.	.	0.00144499166420645	0.125189185933602	.
KPNA2	ENST00000537025	.	.	0.00144845932631926	0.125189185933602	.
ABCA1	ENST00000374736	.	.	0.00150228087924256	0.129268953366718	.
SRGAP3	ENST00000383836	.	.	0.00151220633502634	0.129552308517849	.
ADAMTSL3	ENST00000286744	.	.	0.00152090845737098	0.129728842348591	.
FGFR1	ENST00000425967	.	.	0.00153750182337858	0.13057401354806	.
LARS	ENST00000394434	.	.	0.00155740710615375	0.131691917768403	.
SMURF1	ENST00000361125	.	.	0.00156926973947458	0.132123042332573	.
WNT9B	ENST00000290015	.	.	0.00157607511300083	0.132126502928091	.
RAB3C	ENST00000282878	.	.	0.0015879775462376	0.132555407737859	.
NFKB1	ENST00000226574	.	.	0.0016364557411318	0.135589063610222	.
HDAC2	ENST00000519065	.	.	0.00163820299042709	0.135589063610222	.
TNS1	ENST00000171887	.	.	0.00165398374550385	0.135752817890214	.
PAX3	ENST00000392069	.	.	0.00165408133199565	0.135752817890214	.
PRKAG1	ENST00000316299	.	.	0.00168941107711906	0.138072245060111	.
MLH3	ENST00000355774	.	.	0.00171811131085681	0.139832784312359	.
SATB2	ENST00000417098	.	.	0.00174575112443224	0.141019542953586	.
ATP8B2	ENST00000368489	.	.	0.00174713200198474	0.141019542953586	.
TIAM1	ENST00000286827	.	.	0.00176387708100274	0.141475800458154	.
TGFBR2	ENST00000359013	.	.	0.00176727053252391	0.141475800458154	.
COL3A1	ENST00000304636	.	.	0.0017820127218453	0.142073691819609	.
CALD1	ENST00000361675	.	.	0.00183326942854366	0.145566064015217	.
CHRND	ENST00000258385	.	.	0.0018751750492953	0.148290664930709	.
TFB1M	ENST00000367166	.	.	0.00189502046760887	0.149255785458887	.
F10	ENST00000375559	.	.	0.00195350090935174	0.152396160192022	.
NDUFS1	ENST00000455934	.	.	0.00195778128953496	0.152396160192022	.
GANC	ENST00000318010	.	.	0.00195829807035261	0.152396160192022	.
ATP1A1	ENST00000537345	.	.	0.00200100411311976	0.154358720362292	.
GLUD2	ENST00000328078	.	.	0.00201700664885728	0.154358720362292	.
MYO1F	ENST00000338257	.	.	0.00202102046702134	0.154358720362292	.
KIAA1804	.	.	.	0.00202155126226807	0.154358720362292	.
NUP205	ENST00000285968	.	.	0.00202302935610233	0.154358720362292	.
WASF3	ENST00000335327	.	.	0.00205332140177069	0.155775429225103	.
CREB3	ENST00000353704	.	.	0.0020634850297348	0.155775429225103	.
DOK2	ENST00000276420	.	.	0.00206552174112024	0.155775429225103	.
RNF19A	ENST00000519449	.	.	0.00211790548396229	0.159111722377829	.
SCD	ENST00000370355	.	.	0.00217984556554254	0.163137637669511	.
EFEMP1	ENST00000394555	.	.	0.0021937663602469	0.163552817995048	.
PPARGC1A	ENST00000264867	.	.	0.00221142016735294	0.164174107927036	.
RET	ENST00000355710	.	.	0.00221890976771298	0.164174107927036	.
LCT	ENST00000264162	.	.	0.0022288183038627	0.164284935582453	.
PAX6	ENST00000419022	.	.	0.0022694677253039	0.166652304805869	.
ANKRD2	ENST00000307518	.	.	0.00228564761166023	0.166665324472128	.
PRPF6	ENST00000266079	.	.	0.00228671002705833	0.166665324472128	.
STAG1	ENST00000383202	.	.	0.00231091476484616	0.167803338668179	.
TAF1A	ENST00000350027	.	.	0.0023439877306365	0.169574490157492	.
ADCY1	ENST00000297323	.	.	0.00236175405799216	0.170229306327531	.
EPB41L5	ENST00000263713	.	.	0.00239469938488287	0.171969349576901	.
CNGA3	ENST00000393504	.	.	0.00242690399995468	0.173643647733021	.
MAP3K12	ENST00000547035	.	.	0.00244053014392242	0.173981296719842	.
IL18	ENST00000280357	.	.	0.00246061051690504	0.174120698238923	.
SYNE1	ENST00000367255	.	.	0.00246170900047225	0.174120698238923	.
BCO2	ENST00000357685	.	.	0.00246922814786165	0.174120698238923	.
EXT1	ENST00000378204	.	.	0.00248401358852336	0.174457995095519	.
PRODH	ENST00000357068	.	.	0.00249187429640351	0.174457995095519	.
CA2	ENST00000285379	.	.	0.00252800697219123	0.176000601549161	.
GUCY2F	ENST00000218006	.	.	0.00253192899377025	0.176000601549161	.
HECW1	ENST00000395891	.	.	0.0025679646914445	0.177872533042502	.
CD40	ENST00000372285	.	.	0.00258667488428726	0.178535408179445	.
TAF13	ENST00000338366	.	.	0.00261491440883554	0.179849025168256	.
SMO	ENST00000249373	.	.	0.00263841106857351	0.1803584753357	.
ATP6V1B1	ENST00000234396	.	.	0.00264078861137614	0.1803584753357	.
PIAS1	ENST00000249636	.	.	0.00266995094399862	0.181350328024354	.
PRKACG	ENST00000377276	.	.	0.00267514728530929	0.181350328024354	.
GATA3	ENST00000379328	.	.	0.00269376455953614	0.181350328024354	.
UBE4B	ENST00000343090	.	.	0.00269939797394233	0.181350328024354	.
DDR2	ENST00000367922	.	.	0.00270173273204767	0.181350328024354	.
HK3	ENST00000292432	.	.	0.00272624141882534	0.182368745321628	.
RAF1	ENST00000251849	.	.	0.00275079746006997	0.183383367875586	.
PTCH1	ENST00000331920	.	.	0.00278944434450252	0.184675145315463	.
CHUK	ENST00000370397	.	.	0.0027903869030251	0.184675145315463	.
ALDH1A3	ENST00000329841	.	.	0.00279853801327891	0.184675145315463	.
COL4A4	ENST00000396625	.	.	0.00285300906033376	0.187635777695284	.
GTF2H1	ENST00000265963	.	.	0.00289356900805728	0.188574716544848	.
ZFHX3	ENST00000268489	.	.	0.00289755087124922	0.188574716544848	.
REM2	ENST00000267396	.	.	0.00290356557121355	0.188574716544848	.
CASP8	ENST00000358485	.	.	0.00290590230276964	0.188574716544848	.
AMHR2	ENST00000257863	.	.	0.00293450917431294	0.189800555304154	.
CDC25A	ENST00000302506	.	.	0.00298882310454836	0.192675517165489	.
JAM3	ENST00000299106	.	.	0.00300446278818054	0.193046617241877	.
OR10A3	ENST00000360759	.	.	0.00301993823182693	0.193404765515657	.
CXorf57	ENST00000372548	.	.	0.00305922907030272	0.195280788987657	.
PCSK2	ENST00000262545	.	.	0.00308081940039657	0.195550384850433	.
MAPKAPK5	ENST00000551404	.	.	0.00308347506957116	0.195550384850433	.
MSC	ENST00000325509	.	.	0.00311813693703734	0.196032715779742	.
PANX1	ENST00000227638	.	.	0.00313856020291757	0.196032715779742	.
CCNT1	ENST00000261900	.	.	0.00314497491569025	0.196032715779742	.
HIST1H2AJ	ENST00000333151	.	.	0.00314766710221282	0.196032715779742	.
CPSF2	ENST00000298875	.	.	0.00315575282508052	0.196032715779742	.
POLB	ENST00000265421	.	.	0.00316371229662634	0.196032715779742	.
ANP32B	ENST00000339399	.	.	0.00317860033985153	0.196032715779742	.
HSD17B2	ENST00000199936	.	.	0.00318009256398295	0.196032715779742	.
CHRNB3	ENST00000289957	.	.	0.00318140433636298	0.196032715779742	.
NDUFA9	ENST00000266544	.	.	0.00319910925295204	0.19650377684878	.
RPL28	ENST00000558815	.	.	0.00321820116174167	0.197056812828527	.
OSBP	ENST00000263847	.	.	0.00324382864815963	0.198005328076569	.
DUSP16	ENST00000228862	.	.	0.00330021809018588	0.200819812945797	.
HIST1H2BJ	ENST00000607124	.	.	0.00331200804809177	0.200911345352101	.
PRLR	ENST00000382002	.	.	0.0033315434913467	0.201470709029335	.
EPRS	ENST00000366923	.	.	0.00334351085851483	0.201570362961019	.
HNRNPAB	ENST00000358344	.	.	0.00338254358778577	0.203296073539137	.
PAX4	ENST00000341640	.	.	0.00340477228716302	0.204004346886979	.
PSMA7	ENST00000370873	.	.	0.003424080200193	0.20453381819685	.
CSF2RB	ENST00000403662	.	.	0.00347618340576917	0.207013080685638	.
SLC25A5	ENST00000317881	.	.	0.00351085152016936	0.208442135998383	.
MYO3A	ENST00000265944	.	.	0.00355018454975071	0.209981175061786	.
FLT3	ENST00000241453	.	.	0.00355827414864338	0.209981175061786	.
PDX1	ENST00000381033	.	.	0.00359271724209409	0.211375138222361	.
SMARCA2	ENST00000382203	.	.	0.00365435503045724	0.2143559063361	.
BAI2	ENST00000373658	.	.	0.00381136099985298	0.222896150928528	.
ACADL	ENST00000233710	.	.	0.00382666704187618	0.223123245758112	.
PAPPA2	ENST00000367662	.	.	0.00386153801366414	0.224486375062207	.
OCRL	ENST00000371113	.	.	0.0039162465770479	0.226991229642364	.
DCAKD	ENST00000452796	.	.	0.00394241343261159	0.227831838991722	.
SCNN1G	ENST00000300061	.	.	0.0041381789678871	0.238386630051248	.
GPC1	ENST00000264039	.	.	0.00415110671966274	0.238386630051248	.
OR2W1	ENST00000377175	.	.	0.00416825666478866	0.238386630051248	.
CTNNA3	ENST00000433211	.	.	0.00418354324619421	0.238386630051248	.
GAD2	ENST00000376261	.	.	0.00419157743131839	0.238386630051248	.
NCOA5	ENST00000290231	.	.	0.00420217384688561	0.238386630051248	.
PCDHGA5	ENST00000518069	.	.	0.00421426575584102	0.238386630051248	.
PKLR	ENST00000342741	.	.	0.00422268847579643	0.238386630051248	.
EPB41L1	ENST00000338074	.	.	0.00424473241381502	0.238780267735873	.
TNFRSF13B	ENST00000261652	.	.	0.00426536917697218	0.238780267735873	.
FAS	ENST00000355740	.	.	0.00427683324720384	0.238780267735873	.
XRN1	ENST00000264951	.	.	0.00427855903893695	0.238780267735873	.
DNAH5	ENST00000265104	.	.	0.00430501988333846	0.239555962488539	.
EIF2AK1	ENST00000199389	.	.	0.00431987755915646	0.239555962488539	.
ANKLE1	ENST00000394458	.	.	0.00435234364102542	0.239555962488539	.
PMS2	ENST00000265849	.	.	0.00435377907558652	0.239555962488539	.
SEMG2	ENST00000372769	.	.	0.00435377907558652	0.239555962488539	.
PSAP	ENST00000394936	.	.	0.00439176701892107	0.240292395463824	.
CD96	ENST00000283285	.	.	0.00439176701892107	0.240292395463824	.
OR52K2	ENST00000325719	.	.	0.00440680308094538	0.240441577039402	.
CCKBR	ENST00000334619	.	.	0.0044506859248914	0.242159465657113	.
SV2C	ENST00000502798	.	.	0.00456872466693233	0.247891385886637	.
KLHL9	ENST00000359039	.	.	0.00462410953405143	0.250201472378467	.
OR51S1	ENST00000322101	.	.	0.00465164964522644	0.250996332928752	.
PER2	ENST00000254657	.	.	0.00470098859996051	0.252830932002992	.
PIK3C2B	ENST00000367187	.	.	0.00471153735980592	0.252830932002992	.
FZR1	ENST00000395095	.	.	0.00473974415514399	0.253647733102541	.
OR4D9	ENST00000329328	.	.	0.0047888249757319	0.255285850587972	.
CTSF	ENST00000310325	.	.	0.00479649348107233	0.255285850587972	.
DNMT3B	ENST00000328111	.	.	0.00485728177615707	0.257818709058902	.
EIF2AK4	ENST00000263791	.	.	0.00491683952421132	0.260170905105554	.
