gene	transcript	protein_change	score	pvalue	qvalue	info
CREBBP	ENST00000262367	.	.	1.04730375255642e-05	0.00563392807861702	.
PPP2CB	ENST00000221138	.	.	1.04730375255642e-05	0.00563392807861702	.
AKT3	ENST00000366539	.	.	1.33022163816719e-05	0.00696756091738941	.
ASH1L	ENST00000392403	.	.	1.50960824972036e-05	0.00770442118011129	.
RHOA	ENST00000418115	.	.	1.68923178168658e-05	0.00840561734567242	.
SF3B1	ENST00000335508	.	.	1.81521480279235e-05	0.00869272661731247	.
EGFR	ENST00000275493	.	.	1.83427711981071e-05	0.00869272661731247	.
KMT2C	ENST00000262189	.	.	2.13014214201665e-05	0.00976364929217067	.
MEN1	ENST00000337652	.	.	2.15836298661329e-05	0.00976364929217067	.
DMD	ENST00000357033	.	.	2.24871475602562e-05	0.00994631522309643	.
SHC1	ENST00000448116	.	.	2.47021239975706e-05	0.0106885016532097	.
MYC	ENST00000377970	.	.	2.83541798244403e-05	0.0120076935154396	.
PHKA2	ENST00000379942	.	.	2.95358854194658e-05	0.0122475471539385	.
ATM	ENST00000278616	.	.	3.35154574657488e-05	0.0136141156203727	.
TBL1XR1	ENST00000430069	.	.	3.61413752550194e-05	0.0143871586615181	.
RAD21	ENST00000297338	.	.	4.05317831542218e-05	0.015625977469494	.
MAPK8	ENST00000374189	.	.	4.08234941928098e-05	0.015625977469494	.
HDAC2	ENST00000519065	.	.	4.19050728155435e-05	0.0157373314966147	.
DGKG	ENST00000265022	.	.	5.15181018315867e-05	0.0183988956685286	.
ARFGAP1	ENST00000353546	.	.	5.16512773035026e-05	0.0183988956685286	.
STAG2	ENST00000218089	.	.	5.17653817040596e-05	0.0183988956685286	.
HCN3	ENST00000368358	.	.	5.426106226705e-05	0.0186583170795377	.
NOTCH2	ENST00000256646	.	.	5.44363798602694e-05	0.0186583170795377	.
HUWE1	ENST00000342160	.	.	5.59582577443895e-05	0.0186583170795377	.
ACACA	ENST00000353139	.	.	5.6244926887674e-05	0.0186583170795377	.
ACTN2	ENST00000366578	.	.	5.86225469451236e-05	0.0190967177762958	.
ENPP2	ENST00000259486	.	.	5.94853548096032e-05	0.0190967177762958	.
CLTC	ENST00000269122	.	.	6.09500854051188e-05	0.0192563571413252	.
FXYD3	ENST00000604255	.	.	6.60110133776848e-05	0.02052942516046	.
BCAR1	ENST00000418647	.	.	7.14875689817224e-05	0.0215441652867514	.
PTPRF	ENST00000359947	.	.	7.1750224860455e-05	0.0215441652867514	.
PRKCA	ENST00000413366	.	.	7.25210547735302e-05	0.0215441652867514	.
STAT3	ENST00000264657	.	.	7.47942254271941e-05	0.0217654218557602	.
JUN	ENST00000371222	.	.	7.54528792226414e-05	0.0217654218557602	.
LYN	ENST00000519728	.	.	8.10156807590307e-05	0.0230362301403964	.
CDKN1B	ENST00000228872	.	.	9.26547829390494e-05	0.0259746591495611	.
TBX3	ENST00000257566	.	.	9.86695213837084e-05	0.0272766410225185	.
MAP3K5	ENST00000359015	.	.	0.000109257297163675	0.029789825243093	.
JAK1	ENST00000342505	.	.	0.000113749107578667	0.0305954356384566	.
MAPK10	ENST00000359221	.	.	0.000121521427286566	0.0322501665161575	.
CPT1A	ENST00000265641	.	.	0.000123635919580258	0.0323795966227034	.
PTGS2	ENST00000367468	.	.	0.000128415337100704	0.0328728977289243	.
PAK1	ENST00000278568	.	.	0.000128822649862143	0.0328728977289243	.
IGF1R	ENST00000268035	.	.	0.000137728955263754	0.034614625323816	.
HCFC2	ENST00000229330	.	.	0.000139194015052438	0.034614625323816	.
FLNA	ENST00000369850	.	.	0.000142380185671207	0.034614625323816	.
RASGRF1	ENST00000419573	.	.	0.000142604465260898	0.034614625323816	.
NDUFA10	ENST00000252711	.	.	0.000146674166527297	0.034892245262756	.
FZD9	ENST00000344575	.	.	0.000147254250506004	0.034892245262756	.
CTPS2	ENST00000443824	.	.	0.00016405632215413	0.0380740286875288	.
NSL1	ENST00000366978	.	.	0.000164507961571919	0.0380740286875288	.
ADCY5	ENST00000462833	.	.	0.00019058142935567	0.0431368515736153	.
PLCG1	ENST00000373272	.	.	0.000190717591362447	0.0431368515736153	.
AKT2	ENST00000392038	.	.	0.00019719061107876	0.0438257397524746	.
GRID2	ENST00000282020	.	.	0.000198167030633175	0.0438257397524746	.
VAV3	ENST00000370056	.	.	0.000204542649157915	0.0447386471301004	.
DPYS	ENST00000351513	.	.	0.000206956396836231	0.0447745665503081	.
SMAD3	ENST00000327367	.	.	0.000211514333519714	0.0452686160685633	.
SLIT2	ENST00000504154	.	.	0.000215657853273719	0.0456644033144692	.
AR	ENST00000374690	.	.	0.000226985531665472	0.0475570528659953	.
NFKB1	ENST00000226574	.	.	0.000234068384858378	0.048530178460637	.
ARID4B	ENST00000264183	.	.	0.000239159734267947	0.0490745912460744	.
SPOP	ENST00000393331	.	.	0.000254323320312045	0.0512470797412094	.
TTN	ENST00000589042	.	.	0.000256922652811243	0.0512470797412094	.
PRKAA1	ENST00000354209	.	.	0.000257471260757684	0.0512470797412094	.
OGDH	ENST00000222673	.	.	0.000265825348194744	0.0523860171333484	.
TRHR	ENST00000518632	.	.	0.000272217556199828	0.0529287083962646	.
PDP1	ENST00000396200	.	.	0.00027585940801078	0.0529287083962646	.
BAG4	ENST00000287322	.	.	0.000276556756089807	0.0529287083962646	.
GSPT2	ENST00000340438	.	.	0.000295968029028255	0.0561042633312227	.
MYH9	ENST00000216181	.	.	0.000301537836905108	0.0566208406203705	.
FBXW7	ENST00000281708	.	.	0.000313939505952071	0.0583986161352338	.
PLCG2	ENST00000359376	.	.	0.000319879717676262	0.0588783615317004	.
OR4C46	ENST00000328188	.	.	0.000322434757182242	0.0588783615317004	.
ANGPT1	ENST00000517746	.	.	0.000326393053237173	0.059059339378479	.
SMAD2	ENST00000402690	.	.	0.000332789622151597	0.0591901018389768	.
BRAF	ENST00000288602	.	.	0.000333063274013535	0.0591901018389768	.
FADD	ENST00000301838	.	.	0.000352635974191726	0.0620176908493104	.
IL18R1	ENST00000409599	.	.	0.00035609030026513	0.0620176908493104	.
TNFRSF11B	ENST00000297350	.	.	0.000358321666382169	0.0620176908493104	.
NCOA2	ENST00000452400	.	.	0.000364338186460002	0.0625154074422403	.
ITGB1	ENST00000396033	.	.	0.000376285344956663	0.0640135342394651	.
F8	ENST00000360256	.	.	0.000381234517328777	0.0643058629907795	.
MSH5	ENST00000375703	.	.	0.000407708522697138	0.0680096226727456	.
TYR	ENST00000263321	.	.	0.000410025860165267	0.0680096226727456	.
F5	ENST00000367797	.	.	0.000417558158300858	0.0686145161365443	.
PIK3CD	ENST00000377346	.	.	0.00042056727133533	0.0686145161365443	.
EIF3E	ENST00000220849	.	.	0.000433133640338031	0.0698143450009312	.
IKBKB	ENST00000520810	.	.	0.000440231465993207	0.0698143450009312	.
ADAM12	ENST00000368679	.	.	0.000443331116534126	0.0698143450009312	.
MYH7B	ENST00000262873	.	.	0.000445459295373707	0.0698143450009312	.
RAF1	ENST00000251849	.	.	0.000445459295373707	0.0698143450009312	.
MTOR	ENST00000361445	.	.	0.000466750652927511	0.0717481349992085	.
OR13G1	ENST00000359688	.	.	0.000468020516595283	0.0717481349992085	.
ITGB2	ENST00000397850	.	.	0.00046861221613229	0.0717481349992085	.
CDC25B	ENST00000245960	.	.	0.000475381909214302	0.072229019244286	.
CUBN	ENST00000377833	.	.	0.000483945632196035	0.0729731353274991	.
CACNA1A	ENST00000360228	.	.	0.000487947754029807	0.0730233992196186	.
ULK2	ENST00000395544	.	.	0.000498790617937334	0.0739453392562627	.
PTK2B	ENST00000397501	.	.	0.000501538424416975	0.0739453392562627	.
RBM8A	ENST00000330165	.	.	0.000513634385014395	0.0748204132764174	.
CHRNB3	ENST00000289957	.	.	0.000514991791542865	0.0748204132764174	.
YWHAZ	ENST00000395957	.	.	0.000523756292613483	0.0755423568708606	.
PIAS3	ENST00000393045	.	.	0.000529757538313769	0.0758582305222824	.
B4GALT5	ENST00000371711	.	.	0.000535937706102206	0.0759207250591366	.
MBTPS1	ENST00000343411	.	.	0.00054021807482261	0.0759207250591366	.
TFAP2A	ENST00000379604	.	.	0.00054279936982864	0.0759207250591366	.
IGF2R	ENST00000356956	.	.	0.000548990052229736	0.0759207250591366	.
IL2RA	ENST00000379959	.	.	0.000549265695765458	0.0759207250591366	.
ITGA1	ENST00000282588	.	.	0.000555353220180453	0.0760518858795188	.
ATP1B1	ENST00000367816	.	.	0.000557856478014959	0.0760518858795188	.
REC8	ENST00000311457	.	.	0.000571334313724764	0.0773594434039299	.
MAP2K3	ENST00000342679	.	.	0.000592163743733358	0.0796380213193835	.
PKLR	ENST00000342741	.	.	0.00060538629372116	0.0808245379300706	.
THRA	ENST00000264637	.	.	0.000614084233741049	0.0808245379300706	.
FBN2	ENST00000508053	.	.	0.00061540780708256	0.0808245379300706	.
EIF4A3	ENST00000269349	.	.	0.000617229188372726	0.0808245379300706	.
APPBP2	ENST00000083182	.	.	0.000624108274838022	0.0811911836756601	.
BCAT2	ENST00000316273	.	.	0.000639109918896424	0.0826028819851586	.
IL6ST	ENST00000381298	.	.	0.000651208816015525	0.0836236146707936	.
LRP6	ENST00000261349	.	.	0.000659271310373105	0.0841162574465787	.
PDE4D	ENST00000546160	.	.	0.000669303178110075	0.0848522959051142	.
PIGQ	ENST00000026218	.	.	0.000696376706319111	0.0877258352061746	.
KPNB1	ENST00000290158	.	.	0.000711010429602242	0.0890059848478178	.
MEF2A	ENST00000354410	.	.	0.000723195153292525	0.0894256794087753	.
NTRK2	ENST00000376214	.	.	0.000723430371798894	0.0894256794087753	.
AP1G1	ENST00000393512	.	.	0.00072784164309795	0.0894256794087753	.
RAD54B	ENST00000336148	.	.	0.000741313212438946	0.090522074726287	.
TLR5	ENST00000540964	.	.	0.000747303426846154	0.0906971183411332	.
VAV1	ENST00000602142	.	.	0.000756821658580991	0.0912956260145215	.
RUNX2	ENST00000371438	.	.	0.000768956509860532	0.0918243720426018	.
MAN1A1	ENST00000368468	.	.	0.000770431578130753	0.0918243720426018	.
CDC5L	ENST00000371477	.	.	0.00078126293162194	0.0920133573432136	.
DMPK	ENST00000343373	.	.	0.00078126293162194	0.0920133573432136	.
TRAF3	ENST00000560371	.	.	0.000813123712977218	0.0952024375476385	.
CACNA1E	ENST00000367573	.	.	0.000823191758522788	0.0953023030927477	.
CAPN1	ENST00000527323	.	.	0.000823552860327201	0.0953023030927477	.
TLN1	ENST00000314888	.	.	0.000834070804933132	0.0959615335340408	.
CUL1	ENST00000325222	.	.	0.000856322636643248	0.0975408497910599	.
TLR4	ENST00000355622	.	.	0.000857598910441895	0.0975408497910599	.
PRKACA	ENST00000308677	.	.	0.000876285046597194	0.0986432874628281	.
STAT4	ENST00000392320	.	.	0.000877203671670045	0.0986432874628281	.
GRB2	ENST00000392562	.	.	0.000883035801656294	0.0987412617762184	.
EZR	ENST00000367075	.	.	0.000890233767085079	0.0989900162014604	.
STK11	ENST00000326873	.	.	0.000900097122389534	0.0994204324172745	.
PRKCB	ENST00000303531	.	.	0.000904094567299371	0.0994204324172745	.
PRKAR1A	ENST00000589228	.	.	0.000937417732905856	0.102518475581089	.
ITGA6	ENST00000409080	.	.	0.000963526782802322	0.104793100747183	.
GBE1	ENST00000429644	.	.	0.000968746510122673	0.104793100747183	.
APC	ENST00000457016	.	.	0.00097410272046532	0.104802921881847	.
PUF60	ENST00000526683	.	.	0.000990788789357494	0.106025054104148	.
CHEK2	ENST00000382580	.	.	0.00101716897035973	0.108265942171337	.
TAS2R10	ENST00000240619	.	.	0.00102263855988694	0.108269137744626	.
BCHE	ENST00000264381	.	.	0.00103740814758149	0.108904374794867	.
RHOBTB2	ENST00000519685	.	.	0.00104280696033818	0.108904374794867	.
EP300	ENST00000263253	.	.	0.00105586221867227	0.108904374794867	.
TBL1X	ENST00000217964	.	.	0.00105596569990521	0.108904374794867	.
FZD6	ENST00000358755	.	.	0.00105838947084428	0.108904374794867	.
CTCF	ENST00000264010	.	.	0.00106146747941138	0.108904374794867	.
PDE7A	ENST00000401827	.	.	0.00107095485162573	0.109314283932095	.
MTSS1	ENST00000518547	.	.	0.00108869317533054	0.110269461472674	.
TLR7	ENST00000380659	.	.	0.00109139288133625	0.110269461472674	.
GAB2	ENST00000361507	.	.	0.00111235324914659	0.111819591267746	.
MED13	ENST00000397786	.	.	0.00111859832489937	0.111882316878377	.
PCDHB6	ENST00000231136	.	.	0.00112876112093486	0.112305798497723	.
NDUFB9	ENST00000276689	.	.	0.00113411703667817	0.112305798497723	.
ADD1	ENST00000264758	.	.	0.00115435259328173	0.113465174677033	.
F11R	ENST00000368026	.	.	0.001157226208774	0.113465174677033	.
DIAPH1	ENST00000398557	.	.	0.00116316896761547	0.113488799663815	.
PTPRA	ENST00000380393	.	.	0.0011711267888403	0.113707841975987	.
CAMK2G	ENST00000322680	.	.	0.00118032798108324	0.114044893861557	.
GNPAT	ENST00000366647	.	.	0.0012221303500249	0.117128417261329	.
VAV2	ENST00000371850	.	.	0.00122401079131614	0.117128417261329	.
EPHB3	ENST00000330394	.	.	0.00124506439328404	0.118573022411127	.
ANK1	ENST00000265709	.	.	0.00125130966455099	0.118600321729633	.
CDK5	ENST00000485972	.	.	0.0012615458138934	0.119003828813906	.
LRP5	ENST00000294304	.	.	0.00127016873313148	0.11925206822759	.
GARS	ENST00000389266	.	.	0.00129348626891126	0.11946236958862	.
HDAC3	ENST00000305264	.	.	0.00129442143158957	0.11946236958862	.
ASB11	ENST00000480796	.	.	0.00129560292631035	0.11946236958862	.
ITGAM	ENST00000544665	.	.	0.0012964163902302	0.11946236958862	.
HNF4A	ENST00000316099	.	.	0.0013076895133641	0.119945862092162	.
PLD1	ENST00000351298	.	.	0.00133391510612684	0.121790120515361	.
ITGA8	ENST00000378076	.	.	0.00135444165461786	0.123099573942986	.
ACTN3	ENST00000511191	.	.	0.00137682817017816	0.124565399541937	.
ATP2B2	ENST00000360273	.	.	0.00139048377582178	0.125231624769035	.
LAMB3	ENST00000391911	.	.	0.00140641892557721	0.126096226552652	.
BCAT1	ENST00000539282	.	.	0.00142455601470026	0.126813332148454	.
CP	ENST00000264613	.	.	0.00142715968655816	0.126813332148454	.
GRIA3	ENST00000264357	.	.	0.00144147682417772	0.127103602504925	.
RPA1	ENST00000254719	.	.	0.00145126247818957	0.127103602504925	.
GABRG1	ENST00000295452	.	.	0.00145231653635795	0.127103602504925	.
ACVR1B	ENST00000541224	.	.	0.00146060787691121	0.127103602504925	.
HSP90AA1	ENST00000334701	.	.	0.00146235555534706	0.127103602504925	.
ITGAV	ENST00000261023	.	.	0.00152410698129681	0.13143488178191	.
DYNC1I1	ENST00000324972	.	.	0.00152539477952277	0.13143488178191	.
DDR2	ENST00000367922	.	.	0.00154686273121164	0.132710154319123	.
CNOT1	ENST00000317147	.	.	0.0015540624651283	0.132755619338685	.
KDM6A	ENST00000377967	.	.	0.00158308097721513	0.134619500803041	.
MED1	ENST00000300651	.	.	0.00160216160802145	0.134619500803041	.
DDX5	ENST00000225792	.	.	0.00160507628332924	0.134619500803041	.
CNTN1	ENST00000551295	.	.	0.00160848484993568	0.134619500803041	.
THBS1	ENST00000260356	.	.	0.00161061874866037	0.134619500803041	.
KCNQ2	ENST00000359125	.	.	0.00161953221292527	0.134619500803041	.
TRH	ENST00000302649	.	.	0.00162322549199808	0.134619500803041	.
RNPS1	ENST00000565678	.	.	0.00163845272034125	0.135318518446773	.
SRC	ENST00000373578	.	.	0.00164990610452871	0.135701368200576	.
CCT7	ENST00000258091	.	.	0.00166470700274315	0.13609274959795	.
SMC1A	ENST00000322213	.	.	0.00166833957505526	0.13609274959795	.
HGS	ENST00000329138	.	.	0.0016810926370388	0.136573338153552	.
TNC	ENST00000350763	.	.	0.00169741758499968	0.137207639454712	.
RPS6KB1	ENST00000225577	.	.	0.00170268724604672	0.137207639454712	.
ALDH1A3	ENST00000329841	.	.	0.00172387495504182	0.138354867359485	.
CASK	ENST00000378166	.	.	0.00178132000392133	0.141245980529612	.
GTF2A1	ENST00000553612	.	.	0.0017832827540672	0.141245980529612	.
CDH7	ENST00000397968	.	.	0.00178828311361848	0.141245980529612	.
DLGAP2	ENST00000421627	.	.	0.00178828311361848	0.141245980529612	.
TYRP1	ENST00000388918	.	.	0.00180855229347457	0.142282311657383	.
NOTCH1	ENST00000277541	.	.	0.00182084044653778	0.142685071842079	.
ILF2	ENST00000361891	.	.	0.00183612761409951	0.143318760906026	.
GPS2	ENST00000380728	.	.	0.00185556779877632	0.143786223561645	.
ARHGAP5	ENST00000345122	.	.	0.00185656448228209	0.143786223561645	.
MAPK3	ENST00000263025	.	.	0.00188592151644318	0.145493728152268	.
CDC25C	ENST00000323760	.	.	0.00189543572648846	0.145663137837939	.
STAR	ENST00000276449	.	.	0.001913643787529	0.145934469187487	.
LGALS2	ENST00000215886	.	.	0.00191651837889278	0.145934469187487	.
CAD	ENST00000264705	.	.	0.00192600393810413	0.145934469187487	.
MEIS2	ENST00000561208	.	.	0.0019282940814062	0.145934469187487	.
COPA	ENST00000368069	.	.	0.00195100538759819	0.146462385609465	.
ICAM1	ENST00000264832	.	.	0.00195383793945464	0.146462385609465	.
GMDS	ENST00000380815	.	.	0.00195734498453164	0.146462385609465	.
RARA	ENST00000254066	.	.	0.0019854862744149	0.147623271591395	.
RYR3	ENST00000389232	.	.	0.00198878303997559	0.147623271591395	.
SYT2	ENST00000367267	.	.	0.00199510952864174	0.147623271591395	.
RORC	ENST00000318247	.	.	0.0020135392830087	0.148435132922241	.
HNRNPK	ENST00000376263	.	.	0.0020333416718639	0.149341817847893	.
SETDB1	ENST00000271640	.	.	0.00204190148111358	0.149419143676782	.
COL14A1	ENST00000297848	.	.	0.00206556096663226	0.150518127663046	.
COL4A6	ENST00000372216	.	.	0.00207204416095632	0.150518127663046	.
MAST1	ENST00000251472	.	.	0.00209669817649657	0.151755201836319	.
ABCC1	ENST00000399410	.	.	0.00211549705691999	0.15210767083719	.
NBN	ENST00000265433	.	.	0.00211685213132545	0.15210767083719	.
CHRNB2	ENST00000368476	.	.	0.00214475882822948	0.152331622045448	.
AP2A1	ENST00000359032	.	.	0.0021591470038487	0.152331622045448	.
HIST1H2AJ	ENST00000333151	.	.	0.00216642025757737	0.152331622045448	.
BRCA2	ENST00000544455	.	.	0.00216864747458114	0.152331622045448	.
SMARCA1	ENST00000371122	.	.	0.00217003753146443	0.152331622045448	.
INHBA	ENST00000242208	.	.	0.00217662922433275	0.152331622045448	.
AMHR2	ENST00000257863	.	.	0.00217981295279542	0.152331622045448	.
KCNB1	ENST00000371741	.	.	0.00218119535183645	0.152331622045448	.
EPHA5	ENST00000273854	.	.	0.00219100117103718	0.152481424154979	.
ASAP1	ENST00000357668	.	.	0.00226911007116903	0.156674877431168	.
CDH4	ENST00000360469	.	.	0.00227799882230638	0.156674877431168	.
ARF1	ENST00000541182	.	.	0.00229297622449451	0.156674877431168	.
RAB6A	ENST00000310653	.	.	0.00230261884922882	0.156674877431168	.
ZMYM3	ENST00000353904	.	.	0.00230488367721012	0.156674877431168	.
BLM	ENST00000355112	.	.	0.00230730131580593	0.156674877431168	.
HDAC8	ENST00000373573	.	.	0.00231196723406846	0.156674877431168	.
PEG3	ENST00000326441	.	.	0.00231422899742581	0.156674877431168	.
FAT1	ENST00000441802	.	.	0.00232592756797632	0.156933092586443	.
SMC3	ENST00000361804	.	.	0.00233830203616235	0.157235012593836	.
SNAP25	ENST00000254976	.	.	0.0023540117829125	0.15744068613473	.
PTPN7	ENST00000309017	.	.	0.00235718069072294	0.15744068613473	.
TMEM120B	ENST00000449592	.	.	0.0023703628553077	0.157791646394798	.
PLD2	ENST00000263088	.	.	0.00238936019065296	0.158526084115855	.
FASN	ENST00000306749	.	.	0.0024092509600307	0.159314721290535	.
ABL1	ENST00000372348	.	.	0.00242850907532076	0.160056439189352	.
BID	ENST00000317361	.	.	0.00243668753559963	0.160065441282426	.
BTRC	ENST00000370187	.	.	0.0024516215620955	0.160379791536106	.
MYO5A	ENST00000399231	.	.	0.00245758824449921	0.160379791536106	.
GRIN2A	ENST00000396573	.	.	0.00247379387151255	0.160548197221109	.
GLI3	ENST00000395925	.	.	0.00248463574903445	0.160548197221109	.
RAD9A	ENST00000307980	.	.	0.00249747686913295	0.160548197221109	.
UGT8	ENST00000310836	.	.	0.00251623991550422	0.160548197221109	.
INHBE	ENST00000266646	.	.	0.00251976596903204	0.160548197221109	.
HDAC1	ENST00000373548	.	.	0.00252024546117852	0.160548197221109	.
APP	ENST00000346798	.	.	0.00252467985019488	0.160548197221109	.
PKN2	ENST00000370521	.	.	0.00254600512012568	0.160548197221109	.
P4HA3	ENST00000331597	.	.	0.00254686921731905	0.160548197221109	.
PCDHA10	ENST00000307360	.	.	0.00255158573645576	0.160548197221109	.
TAOK1	ENST00000261716	.	.	0.00255429367691362	0.160548197221109	.
TG	ENST00000220616	.	.	0.00255696234521159	0.160548197221109	.
LAMA1	ENST00000389658	.	.	0.0026041490571215	0.162859422201639	.
RFX5	ENST00000290524	.	.	0.00261922776833377	0.162859422201639	.
FYN	ENST00000354650	.	.	0.00262129033791707	0.162859422201639	.
OTX2	ENST00000339475	.	.	0.00262650093080416	0.162859422201639	.
ROCK1	ENST00000399799	.	.	0.00264401816280505	0.163415272257326	.
ACTN1	ENST00000394419	.	.	0.0026518856983077	0.163415272257326	.
PLA2G6	ENST00000332509	.	.	0.00267764465984266	0.164493331202186	.
CSF3	ENST00000225474	.	.	0.00268718255525099	0.164571327937587	.
IKBKE	ENST00000367120	.	.	0.00271346625650155	0.165671264936831	.
PCDH11X	ENST00000395337	.	.	0.00273463520575158	0.166453147202689	.
ACTA1	ENST00000366684	.	.	0.00275397256659445	0.167025388173	.
MLH1	ENST00000231790	.	.	0.00276081956937887	0.167025388173	.
ITGB3	ENST00000560629	.	.	0.00278152289316976	0.167543903166299	.
TSHR	ENST00000541158	.	.	0.00278622547970484	0.167543903166299	.
RAB11FIP1	ENST00000330843	.	.	0.00280189728431114	0.167978805864244	.
ITPR1	ENST00000302640	.	.	0.00284161803878605	0.16984854487687	.
CACNA1C	ENST00000347598	.	.	0.00289105021124291	0.172285818576583	.
RHOT2	ENST00000315082	.	.	0.00291499024850729	0.173193928078475	.
ITGB4	ENST00000200181	.	.	0.00294575510403863	0.174180470005479	.
SKIL	ENST00000458537	.	.	0.00294909658319164	0.174180470005479	.
LAMB1	ENST00000222399	.	.	0.0029852139385568	0.175335638363836	.
TAF4	ENST00000252996	.	.	0.00298627318153841	0.175335638363836	.
ZMIZ1	ENST00000334512	.	.	0.00302035404707033	0.1768150792732	.
SP3	ENST00000310015	.	.	0.00304129762148979	0.177033130743608	.
CACNA1G	ENST00000359106	.	.	0.00304186749971433	0.177033130743608	.
RAC3	ENST00000306897	.	.	0.00306213087792815	0.177692865872542	.
ATXN3	ENST00000393287	.	.	0.00311803185771534	0.17938324055782	.
HLF	ENST00000226067	.	.	0.00313781056510626	0.17938324055782	.
ERBB4	ENST00000342788	.	.	0.00314241834692337	0.17938324055782	.
PDGFRA	ENST00000257290	.	.	0.00315597259348603	0.17938324055782	.
FZD3	ENST00000240093	.	.	0.00315691622086143	0.17938324055782	.
TNKS	ENST00000310430	.	.	0.00315749682984836	0.17938324055782	.
TAOK3	ENST00000392533	.	.	0.00315767069785921	0.17938324055782	.
TAF4B	ENST00000269142	.	.	0.00316335999978872	0.17938324055782	.
SPTAN1	ENST00000372739	.	.	0.00321055572512852	0.181542332820904	.
PTPRC	ENST00000442510	.	.	0.00322051683559819	0.181589708486534	.
PARP1	ENST00000366794	.	.	0.00324754778621937	0.182354205303425	.
ROBO1	ENST00000464233	.	.	0.00325239865769272	0.182354205303425	.
CD5	ENST00000347785	.	.	0.00328593628786663	0.183717067060948	.
HSPA2	ENST00000247207	.	.	0.00329865400805428	0.183911510858018	.
GRIN2B	ENST00000609686	.	.	0.00333891554542822	0.18563624306202	.
TFDP1	ENST00000375370	.	.	0.00337561065659553	0.187144926028018	.
LAMA5	ENST00000252999	.	.	0.00338800481723102	0.187144926028018	.
KPNA3	ENST00000261667	.	.	0.00339523067455234	0.187144926028018	.
VCL	ENST00000211998	.	.	0.00340366073262372	0.187144926028018	.
ADRBK1	ENST00000308595	.	.	0.00341572830242794	0.187291063723211	.
MYO7A	ENST00000409709	.	.	0.00344134511978742	0.188177289187497	.
RGS7	ENST00000366565	.	.	0.00346114041404426	0.188725470458482	.
GRM3	ENST00000361669	.	.	0.00350790757342087	0.188725470458482	.
AGT	ENST00000366667	.	.	0.00351120050936135	0.188725470458482	.
PAX5	ENST00000358127	.	.	0.00352009918722438	0.188725470458482	.
KLKB1	ENST00000264690	.	.	0.00354003729780952	0.188725470458482	.
PRKCG	ENST00000263431	.	.	0.00354249693803257	0.188725470458482	.
ERN1	ENST00000433197	.	.	0.00354372707846537	0.188725470458482	.
