gene	transcript	protein_change	score	pvalue	qvalue	info
NDST3	ENST00000296499	.	.	3.969556e-02	1	.
MPZL2	ENST00000278937	.	.	4.150452e-02	1	.
EDN3	ENST00000337938	.	.	4.159001e-02	1	.
CDK4	ENST00000257904	.	.	4.182335e-02	1	.
ELF5	ENST00000312319	.	.	4.364484e-02	1	.
KCNE1	ENST00000337385	.	.	4.366174e-02	1	.
TCTEX1D2	ENST00000325318	.	.	4.465837e-02	1	.
LHCGR	ENST00000294954	.	.	4.661893e-02	1	.
TNFRSF13B	ENST00000261652	.	.	4.667084e-02	1	.
GKN1	ENST00000377938	.	.	4.771803e-02	1	.
HOXB1	ENST00000239174	.	.	4.786707e-02	1	.
HSD11B1	ENST00000367028	.	.	4.814890e-02	1	.
LECT2	ENST00000274507	.	.	4.852578e-02	1	.
LYN	ENST00000519728	.	.	4.986776e-02	1	.
CFI	ENST00000394634	.	.	5.166624e-02	1	.
ZNF354A	ENST00000335815	.	.	5.280059e-02	1	.
TNFRSF11B	ENST00000297350	.	.	5.286320e-02	1	.
CLEC2B	ENST00000228438	.	.	5.353232e-02	1	.
OR2B6	ENST00000244623	.	.	5.527604e-02	1	.
LARP4	ENST00000398473	.	.	5.560690e-02	1	.
AGXT2	ENST00000231420	.	.	5.633754e-02	1	.
NOTCH2NL	ENST00000369340	.	.	5.999219e-02	1	.
TFEC	ENST00000484212	.	.	6.058093e-02	1	.
IFNG	ENST00000229135	.	.	6.090533e-02	1	.
NEU2	ENST00000233840	.	.	6.244311e-02	1	.
KNG1	ENST00000265023	.	.	6.349210e-02	1	.
CD300E	ENST00000328630	.	.	6.489162e-02	1	.
TMEM14B	ENST00000379542	.	.	6.628007e-02	1	.
KCNIP4	ENST00000382152	.	.	6.694533e-02	1	.
DMBX1	ENST00000360032	.	.	6.809860e-02	1	.
SETD7	ENST00000274031	.	.	6.852799e-02	1	.
SIRPB1	ENST00000381605	.	.	6.881197e-02	1	.
RPL22	ENST00000234875	.	.	6.928708e-02	1	.
NUDT2	ENST00000379158	.	.	6.950737e-02	1	.
DEFB113	ENST00000398718	.	.	7.017758e-02	1	.
AP1G1	ENST00000393512	.	.	7.055950e-02	1	.
CHIT1	ENST00000367229	.	.	7.272094e-02	1	.
KLRC2	ENST00000381902	.	.	7.397655e-02	1	.
FBXW12	ENST00000296438	.	.	7.413742e-02	1	.
WFDC12	ENST00000372785	.	.	7.545424e-02	1	.
KIAA1644	ENST00000381176	.	.	7.555337e-02	1	.
SULT1E1	ENST00000226444	.	.	7.597280e-02	1	.
STARD6	ENST00000581310	.	.	7.631878e-02	1	.
PRR15L	ENST00000300557	.	.	7.698144e-02	1	.
AMZ1	ENST00000312371	.	.	7.840502e-02	1	.
MPP7	ENST00000337532	.	.	7.987897e-02	1	.
ARL11	ENST00000282026	.	.	7.990350e-02	1	.
VHL	ENST00000256474	.	.	8.050068e-02	1	.
HGF	ENST00000222390	.	.	8.154319e-02	1	.
CHRNA3	ENST00000326828	.	.	8.435609e-02	1	.
HRAS	ENST00000451590	.	.	8.621482e-02	1	.
KIAA0947	ENST00000296564	.	.	8.622327e-02	1	.
C1S	ENST00000406697	.	.	8.667548e-02	1	.
C1orf227	ENST00000332912	.	.	8.750113e-02	1	.
PRB2	ENST00000389362	.	.	8.797969e-02	1	.
TPTE2	ENST00000400230	.	.	8.890335e-02	1	.
NCAN	ENST00000252575	.	.	8.930023e-02	1	.
TIMM17A	ENST00000367287	.	.	8.945578e-02	1	.
STAG1	ENST00000383202	.	.	9.112969e-02	1	.
C1orf194	ENST00000369949	.	.	9.213367e-02	1	.
HTR3B	ENST00000260191	.	.	9.284385e-02	1	.
FAM26D	ENST00000405399	.	.	9.531377e-02	1	.
PSTPIP2	ENST00000409746	.	.	9.561653e-02	1	.
CCL26	ENST00000394905	.	.	9.886926e-02	1	.
KRT84	ENST00000257951	.	.	9.901609e-02	1	.
LCE1E	ENST00000368770	.	.	9.960443e-02	1	.
FAM50B	ENST00000380274	.	.	1.004987e-01	1	.
KRTDAP	ENST00000338897	.	.	1.007804e-01	1	.
BTK	ENST00000308731	.	.	1.010314e-01	1	.
IGF2BP1	ENST00000290341	.	.	1.032765e-01	1	.
TAAR6	ENST00000275198	.	.	1.046800e-01	1	.
RNF219	ENST00000282003	.	.	1.052676e-01	1	.
GYPE	ENST00000358615	.	.	1.061538e-01	1	.
POP1	ENST00000401707	.	.	1.065421e-01	1	.
TSPAN12	ENST00000222747	.	.	1.073357e-01	1	.
C1QTNF2	ENST00000393975	.	.	1.086101e-01	1	.
GPM6A	ENST00000280187	.	.	1.093164e-01	1	.
ADCK1	ENST00000238561	.	.	1.099368e-01	1	.
SLC38A4	ENST00000447411	.	.	1.104677e-01	1	.
NPPA	ENST00000376480	.	.	1.106926e-01	1	.
IQCF2	ENST00000333127	.	.	1.120341e-01	1	.
TNNC2	ENST00000372555	.	.	1.133510e-01	1	.
POLR2D	ENST00000272645	.	.	1.149881e-01	1	.
NPBWR2	ENST00000369768	.	.	1.154928e-01	1	.
IDH1	ENST00000415913	.	.	1.161210e-01	1	.
TCP10L	ENST00000300258	.	.	1.179479e-01	1	.
NKAIN3	ENST00000523211	.	.	1.186417e-01	1	.
CRYAA	ENST00000291554	.	.	1.199323e-01	1	.
AURKAIP1	ENST00000338370	.	.	1.202377e-01	1	.
DGAT2L6	ENST00000333026	.	.	1.204561e-01	1	.
PLA2G5	ENST00000375108	.	.	1.215795e-01	1	.
NDUFAF2	ENST00000296597	.	.	1.217874e-01	1	.
SPATA19	ENST00000299140	.	.	1.221060e-01	1	.
TSPO2	ENST00000373161	.	.	1.231482e-01	1	.
MAN1A2	ENST00000356554	.	.	1.238873e-01	1	.
BTG1	ENST00000256015	.	.	1.243073e-01	1	.
ZSCAN4	ENST00000318203	.	.	1.256254e-01	1	.
UBL7	ENST00000567435	.	.	1.257228e-01	1	.
MMP1	ENST00000315274	.	.	1.266832e-01	1	.
GSDMC	ENST00000276708	.	.	1.285779e-01	1	.
NONO	ENST00000276079	.	.	1.289237e-01	1	.
HDAC3	ENST00000305264	.	.	1.290056e-01	1	.
ZMAT4	ENST00000297737	.	.	1.291551e-01	1	.
CCDC70	ENST00000242819	.	.	1.309221e-01	1	.
FCN1	ENST00000371806	.	.	1.313706e-01	1	.
MGLL	ENST00000265052	.	.	1.316945e-01	1	.
FAM192A	ENST00000309137	.	.	1.317951e-01	1	.
ZNF597	ENST00000301744	.	.	1.336153e-01	1	.
KCNMB1	ENST00000274629	.	.	1.336536e-01	1	.
C2orf40	ENST00000238044	.	.	1.342751e-01	1	.
BTBD8	ENST00000342818	.	.	1.343268e-01	1	.
FGF16	ENST00000439435	.	.	1.343597e-01	1	.
GPD1	ENST00000301149	.	.	1.347474e-01	1	.
HTR2A	ENST00000378688	.	.	1.349755e-01	1	.
CLEC4G	ENST00000328853	.	.	1.357413e-01	1	.
SPATS1	ENST00000288390	.	.	1.359326e-01	1	.
INSL6	ENST00000381641	.	.	1.361981e-01	1	.
SELPLG	ENST00000228463	.	.	1.362439e-01	1	.
TRIM27	ENST00000377199	.	.	1.362734e-01	1	.
KBTBD12	ENST00000405109	.	.	1.364776e-01	1	.
ZNF691	ENST00000397044	.	.	1.367299e-01	1	.
ATF7IP2	ENST00000396560	.	.	1.373511e-01	1	.
C12orf40	ENST00000324616	.	.	1.377679e-01	1	.
GZMA	ENST00000274306	.	.	1.389856e-01	1	.
AMHR2	ENST00000257863	.	.	1.392070e-01	1	.
GPC5	ENST00000377067	.	.	1.393778e-01	1	.
LIX1	ENST00000274382	.	.	1.394551e-01	1	.
ARRDC5	ENST00000381781	.	.	1.397225e-01	1	.
BOLA1	ENST00000369153	.	.	1.406571e-01	1	.
ZNF610	ENST00000403906	.	.	1.422615e-01	1	.
F2	ENST00000311907	.	.	1.432166e-01	1	.
SFTA3	ENST00000518529	.	.	1.441499e-01	1	.
RNASE10	ENST00000328444	.	.	1.441647e-01	1	.
C3AR1	ENST00000307637	.	.	1.443968e-01	1	.
PEX14	ENST00000356607	.	.	1.452184e-01	1	.
SPOCK1	ENST00000394945	.	.	1.469876e-01	1	.
TMEM156	ENST00000381938	.	.	1.475547e-01	1	.
LCK	ENST00000336890	.	.	1.478329e-01	1	.
ZNF679	ENST00000421025	.	.	1.488252e-01	1	.
DEFB129	ENST00000246105	.	.	1.488467e-01	1	.
SCP2	ENST00000371514	.	.	1.492207e-01	1	.
COLEC12	ENST00000400256	.	.	1.498450e-01	1	.
TACR3	ENST00000304883	.	.	1.519195e-01	1	.
FAM104A	ENST00000405159	.	.	1.522738e-01	1	.
ZNF705A	ENST00000359286	.	.	1.527578e-01	1	.
TLL1	ENST00000061240	.	.	1.529822e-01	1	.
TTPAL	ENST00000372904	.	.	1.533085e-01	1	.
CCR2	ENST00000292301	.	.	1.535389e-01	1	.
CD276	ENST00000318443	.	.	1.556069e-01	1	.
SEMA4A	ENST00000368285	.	.	1.569776e-01	1	.
CCDC126	ENST00000307471	.	.	1.578680e-01	1	.
SNURF	ENST00000338094	.	.	1.592139e-01	1	.
ACMSD	ENST00000356140	.	.	1.592580e-01	1	.
MIP	ENST00000257979	.	.	1.597668e-01	1	.
ZNF664	ENST00000539644	.	.	1.599571e-01	1	.
SERP1	ENST00000479209	.	.	1.603623e-01	1	.
FGFBP1	ENST00000382333	.	.	1.626358e-01	1	.
CCDC54	ENST00000261058	.	.	1.629705e-01	1	.
C7orf65	ENST00000408988	.	.	1.640139e-01	1	.
PLBD1	ENST00000240617	.	.	1.652179e-01	1	.
COX7B2	ENST00000396533	.	.	1.653955e-01	1	.
CLN6	ENST00000249806	.	.	1.654552e-01	1	.
MAP2K2	ENST00000262948	.	.	1.656258e-01	1	.
OR2C1	ENST00000304936	.	.	1.686623e-01	1	.
RND1	ENST00000309739	.	.	1.693771e-01	1	.
RBP5	ENST00000266560	.	.	1.693849e-01	1	.
SAA2	ENST00000526900	.	.	1.699853e-01	1	.
MACC1	ENST00000400331	.	.	1.722591e-01	1	.
TIMD4	ENST00000274532	.	.	1.732227e-01	1	.
MRAP2	ENST00000257776	.	.	1.733677e-01	1	.
ACBD7	ENST00000356189	.	.	1.749343e-01	1	.
SLC22A2	ENST00000366953	.	.	1.750400e-01	1	.
SPRR2B	ENST00000341611	.	.	1.766459e-01	1	.
NKAIN1	ENST00000373736	.	.	1.774092e-01	1	.
LACRT	ENST00000257867	.	.	1.778760e-01	1	.
ZNF716	ENST00000420713	.	.	1.786630e-01	1	.
BBOX1	ENST00000263182	.	.	1.789520e-01	1	.
FRMPD4	ENST00000380682	.	.	1.812695e-01	1	.
CD96	ENST00000283285	.	.	1.833915e-01	1	.
OR9K2	ENST00000305377	.	.	1.834873e-01	1	.
CDH9	ENST00000231021	.	.	1.835066e-01	1	.
TGM1	ENST00000206765	.	.	1.838629e-01	1	.
ZNF532	ENST00000336078	.	.	1.844522e-01	1	.
PPIAL4G	ENST00000419275	.	.	1.845259e-01	1	.
APOA4	ENST00000357780	.	.	1.860908e-01	1	.
PSG6	ENST00000292125	.	.	1.862155e-01	1	.
PIM2	ENST00000376509	.	.	1.867384e-01	1	.
OR5H6	ENST00000383696	.	.	1.871706e-01	1	.
DAO	ENST00000228476	.	.	1.907374e-01	1	.
CRLF2	ENST00000381567	.	.	1.912268e-01	1	.
GNGT2	ENST00000511277	.	.	1.913079e-01	1	.
GALNTL5	ENST00000392800	.	.	1.918521e-01	1	.
MAN1A1	ENST00000368468	.	.	1.931338e-01	1	.
BIN2	ENST00000267012	.	.	1.932275e-01	1	.
CLEC17A	ENST00000417570	.	.	1.933087e-01	1	.
TRIM69	ENST00000559390	.	.	1.942864e-01	1	.
CALML5	ENST00000380332	.	.	1.949056e-01	1	.
KRT222	ENST00000394052	.	.	1.951547e-01	1	.
HIST1H1E	ENST00000304218	.	.	1.953576e-01	1	.
GDA	ENST00000238018	.	.	1.954673e-01	1	.
CD72	ENST00000396757	.	.	1.957004e-01	1	.
KCNQ5	ENST00000342056	.	.	1.964056e-01	1	.
COL4A6	ENST00000372216	.	.	1.965139e-01	1	.
COX7B	ENST00000481445	.	.	1.970287e-01	1	.
FABP9	ENST00000379071	.	.	1.972312e-01	1	.
OPRD1	ENST00000234961	.	.	1.981035e-01	1	.
CD80	ENST00000264246	.	.	1.985265e-01	1	.
SULT1C4	ENST00000272452	.	.	1.989640e-01	1	.
LYRM4	ENST00000500576	.	.	2.001369e-01	1	.
PDZD9	ENST00000537222	.	.	2.010163e-01	1	.
ZNF813	ENST00000396403	.	.	2.016233e-01	1	.
TUBA3D	ENST00000321253	.	.	2.022654e-01	1	.
C20orf27	ENST00000217195	.	.	2.031938e-01	1	.
ZCCHC9	ENST00000254037	.	.	2.038191e-01	1	.
TSPAN16	ENST00000316737	.	.	2.040792e-01	1	.
ICT1	ENST00000301585	.	.	2.046699e-01	1	.
C6orf10	ENST00000447241	.	.	2.048122e-01	1	.
FSHB	ENST00000417547	.	.	2.050201e-01	1	.
NGEF	ENST00000264051	.	.	2.051448e-01	1	.
C2orf80	ENST00000341287	.	.	2.061516e-01	1	.
MFNG	ENST00000356998	.	.	2.064839e-01	1	.
FUBP1	ENST00000370768	.	.	2.067123e-01	1	.
HSF2BP	ENST00000291560	.	.	2.070129e-01	1	.
NARF	ENST00000309794	.	.	2.077748e-01	1	.
PRH1	ENST00000428168	.	.	2.082125e-01	1	.
STAT4	ENST00000392320	.	.	2.084336e-01	1	.
GUCA1A	ENST00000394237	.	.	2.087937e-01	1	.
OSM	ENST00000215781	.	.	2.092214e-01	1	.
CXCR2	ENST00000318507	.	.	2.096894e-01	1	.
ARMS2	ENST00000528446	.	.	2.102935e-01	1	.
RPL39L	ENST00000296277	.	.	2.105280e-01	1	.
AREG	ENST00000395748	.	.	2.109164e-01	1	.
CGB2	ENST00000359342	.	.	2.110628e-01	1	.
PENK	ENST00000314922	.	.	2.122195e-01	1	.
PLEKHJ1	ENST00000589097	.	.	2.124974e-01	1	.
CHRNA6	ENST00000276410	.	.	2.128275e-01	1	.
CYP3A5	ENST00000222982	.	.	2.137244e-01	1	.
MAPK10	ENST00000359221	.	.	2.139856e-01	1	.
RFPL3	ENST00000249007	.	.	2.142417e-01	1	.
LRRC3	ENST00000291592	.	.	2.144703e-01	1	.
GNA11	ENST00000078429	.	.	2.159210e-01	1	.
DDI1	ENST00000302259	.	.	2.172587e-01	1	.
IGFL3	ENST00000341415	.	.	2.180413e-01	1	.
RARRES2	ENST00000466675	.	.	2.194055e-01	1	.
SCGB1D4	ENST00000358585	.	.	2.203800e-01	1	.
LRRC66	ENST00000343457	.	.	2.216698e-01	1	.
CLEC10A	ENST00000254868	.	.	2.217588e-01	1	.
SPRR2A	ENST00000392653	.	.	2.221016e-01	1	.
NME7	ENST00000367811	.	.	2.222041e-01	1	.
S100A10	ENST00000368811	.	.	2.238205e-01	1	.
EXD1	ENST00000314992	.	.	2.249061e-01	1	.
DRAM1	ENST00000258534	.	.	2.252917e-01	1	.
CDC42SE2	ENST00000505065	.	.	2.257879e-01	1	.
IL17F	ENST00000336123	.	.	2.265651e-01	1	.
CD3D	ENST00000300692	.	.	2.271164e-01	1	.
NELL1	ENST00000357134	.	.	2.284737e-01	1	.
FBXL2	ENST00000484457	.	.	2.297267e-01	1	.
CCDC38	ENST00000344280	.	.	2.306688e-01	1	.
LIFR	ENST00000263409	.	.	2.332088e-01	1	.
RPS21	ENST00000343986	.	.	2.334822e-01	1	.
OLR1	ENST00000309539	.	.	2.340457e-01	1	.
ADAM11	ENST00000200557	.	.	2.340692e-01	1	.
FBXO36	ENST00000283946	.	.	2.344118e-01	1	.
FAM83A	ENST00000518448	.	.	2.358142e-01	1	.
ARL16	ENST00000397498	.	.	2.370235e-01	1	.
CFHR5	ENST00000256785	.	.	2.380104e-01	1	.
TREML4	ENST00000341495	.	.	2.382970e-01	1	.
CMTM8	ENST00000307526	.	.	2.384458e-01	1	.
CIB3	ENST00000269878	.	.	2.400491e-01	1	.
SNRPD1	ENST00000300413	.	.	2.405905e-01	1	.
NUDT3	ENST00000607016	.	.	2.406337e-01	1	.
MTM1	ENST00000370396	.	.	2.408895e-01	1	.
HIST1H2AG	ENST00000359193	.	.	2.417503e-01	1	.
C1orf127	ENST00000377004	.	.	2.419522e-01	1	.
TAOK1	ENST00000261716	.	.	2.421798e-01	1	.
BATF	ENST00000286639	.	.	2.447318e-01	1	.
NOTCH4	ENST00000375023	.	.	2.452508e-01	1	.
C13orf35	ENST00000356049	.	.	2.454187e-01	1	.
YPEL3	ENST00000398841	.	.	2.464837e-01	1	.
C6orf48	ENST00000375640	.	.	2.470877e-01	1	.
GOLM1	ENST00000388712	.	.	2.473156e-01	1	.
SIGLEC11	ENST00000447370	.	.	2.481265e-01	1	.
ZFAND2A	ENST00000316495	.	.	2.483671e-01	1	.
CYP7A1	ENST00000301645	.	.	2.484229e-01	1	.
AMBRA1	ENST00000314845	.	.	2.485631e-01	1	.
CLDN4	ENST00000435050	.	.	2.486468e-01	1	.
RPH3A	ENST00000389385	.	.	2.487001e-01	1	.
AMPD3	ENST00000396554	.	.	2.487060e-01	1	.
NTF4	ENST00000301411	.	.	2.488998e-01	1	.
CRTAM	ENST00000227348	.	.	2.504197e-01	1	.
CHMP2B	ENST00000263780	.	.	2.511927e-01	1	.
ZNF28	ENST00000457749	.	.	2.517394e-01	1	.
MT2A	ENST00000245185	.	.	2.517677e-01	1	.
HAMP	ENST00000598398	.	.	2.527550e-01	1	.
COX7C	ENST00000509578	.	.	2.533885e-01	1	.
FKBP6	ENST00000252037	.	.	2.534847e-01	1	.
MTIF3	ENST00000381116	.	.	2.539294e-01	1	.
HIST1H1D	ENST00000244534	.	.	2.541329e-01	1	.
TYROBP	ENST00000262629	.	.	2.546394e-01	1	.
IFNA6	ENST00000380210	.	.	2.549416e-01	1	.
AHSG	ENST00000411641	.	.	2.563495e-01	1	.
XPR1	ENST00000367590	.	.	2.569243e-01	1	.
EEF1A1	ENST00000316292	.	.	2.570554e-01	1	.
EDNRB	ENST00000377211	.	.	2.577999e-01	1	.
ELOVL3	ENST00000370005	.	.	2.579709e-01	1	.
TNFSF18	ENST00000404377	.	.	2.579905e-01	1	.
APOD	ENST00000343267	.	.	2.586251e-01	1	.
LCE1D	ENST00000326233	.	.	2.588475e-01	1	.
ZNF514	ENST00000295208	.	.	2.593184e-01	1	.
PSCA	ENST00000301258	.	.	2.608055e-01	1	.
RTP1	ENST00000312295	.	.	2.619698e-01	1	.
SLC15A1	ENST00000376503	.	.	2.623234e-01	1	.
KLHDC8A	ENST00000367156	.	.	2.633832e-01	1	.
TNPO1	ENST00000337273	.	.	2.636157e-01	1	.
SLC1A3	ENST00000265113	.	.	2.637872e-01	1	.
RBM11	ENST00000400577	.	.	2.642835e-01	1	.
CD200R1	ENST00000308611	.	.	2.644657e-01	1	.
SFTA2	ENST00000359086	.	.	2.646674e-01	1	.
GPR84	ENST00000551809	.	.	2.647953e-01	1	.
NCR2	ENST00000373089	.	.	2.654520e-01	1	.
ZNF251	ENST00000292562	.	.	2.655052e-01	1	.
FGF19	ENST00000294312	.	.	2.656566e-01	1	.
CAMK1D	ENST00000378847	.	.	2.661069e-01	1	.
MYBPC1	ENST00000452455	.	.	2.661984e-01	1	.
LY96	ENST00000284818	.	.	2.662429e-01	1	.
ECE1	ENST00000374893	.	.	2.667661e-01	1	.
SCGB1C1	ENST00000342878	.	.	2.670461e-01	1	.
REEP1	ENST00000538924	.	.	2.673136e-01	1	.
TMEM154	ENST00000304385	.	.	2.680524e-01	1	.
LZTFL1	ENST00000539217	.	.	2.682005e-01	1	.
MS4A1	ENST00000534668	.	.	2.682065e-01	1	.
FGF6	ENST00000228837	.	.	2.686912e-01	1	.
PLA2G4A	ENST00000367466	.	.	2.689036e-01	1	.
GPR37L1	ENST00000367282	.	.	2.695916e-01	1	.
BCL7B	ENST00000223368	.	.	2.702437e-01	1	.
ELSPBP1	ENST00000339841	.	.	2.707778e-01	1	.
CCL11	ENST00000305869	.	.	2.709613e-01	1	.
IL5RA	ENST00000446632	.	.	2.716225e-01	1	.
GAD1	ENST00000358196	.	.	2.716864e-01	1	.
ALPPL2	ENST00000295453	.	.	2.718050e-01	1	.
SPRY3	ENST00000302805	.	.	2.721503e-01	1	.
ACRBP	ENST00000229243	.	.	2.725477e-01	1	.
CYP3A4	ENST00000336411	.	.	2.729241e-01	1	.
FAM3D	ENST00000358781	.	.	2.736216e-01	1	.
KRTAP5-6	ENST00000382160	.	.	2.739110e-01	1	.
DPEP3	ENST00000268793	.	.	2.740380e-01	1	.
PGBD1	ENST00000405948	.	.	2.742901e-01	1	.
SLC27A6	ENST00000262462	.	.	2.751039e-01	1	.
WFDC8	ENST00000357199	.	.	2.762079e-01	1	.
QRFP	ENST00000343079	.	.	2.765337e-01	1	.
MYO1A	ENST00000442789	.	.	2.772034e-01	1	.
KIAA1244	ENST00000251691	.	.	2.780509e-01	1	.
INSL4	ENST00000239316	.	.	2.782362e-01	1	.
EPB42	ENST00000300215	.	.	2.787526e-01	1	.
PLP2	ENST00000376327	.	.	2.792067e-01	1	.
DAPP1	ENST00000512369	.	.	2.798006e-01	1	.
MYLK3	ENST00000394809	.	.	2.799535e-01	1	.
TCF23	ENST00000296096	.	.	2.801712e-01	1	.
APOO	ENST00000379226	.	.	2.802742e-01	1	.
IRF6	ENST00000367021	.	.	2.806871e-01	1	.
PNPLA1	ENST00000394571	.	.	2.814385e-01	1	.
DDA1	ENST00000359866	.	.	2.817389e-01	1	.
MPZ	ENST00000533357	.	.	2.817863e-01	1	.
FRA10AC1	ENST00000359204	.	.	2.817970e-01	1	.
SLC16A9	ENST00000395348	.	.	2.831529e-01	1	.
FBXL6	ENST00000331890	.	.	2.846681e-01	1	.
RPL38	ENST00000311111	.	.	2.850936e-01	1	.
MFAP5	ENST00000359478	.	.	2.852569e-01	1	.
SLC1A2	ENST00000278379	.	.	2.853132e-01	1	.
CAB39L	ENST00000355854	.	.	2.853684e-01	1	.
ACSBG1	ENST00000258873	.	.	2.863165e-01	1	.
STK19	ENST00000375333	.	.	2.865063e-01	1	.
COX6B1	ENST00000246554	.	.	2.869175e-01	1	.
ESM1	ENST00000381405	.	.	2.870127e-01	1	.
ZNF676	ENST00000397121	.	.	2.874160e-01	1	.
FAM65C	ENST00000327979	.	.	2.879301e-01	1	.
QRICH1	ENST00000395443	.	.	2.879541e-01	1	.
DEFB114	ENST00000322066	.	.	2.886052e-01	1	.
CT62	ENST00000449977	.	.	2.888985e-01	1	.
RPL18	ENST00000549920	.	.	2.889984e-01	1	.
CCDC81	ENST00000445632	.	.	2.893767e-01	1	.
SLC10A4	ENST00000273861	.	.	2.893812e-01	1	.
MRPL33	ENST00000296102	.	.	2.895820e-01	1	.
GPR151	ENST00000311104	.	.	2.908743e-01	1	.
MGST1	ENST00000396209	.	.	2.911641e-01	1	.
IL33	ENST00000381434	.	.	2.912742e-01	1	.
FTHL17	ENST00000359202	.	.	2.917444e-01	1	.
C11orf63	ENST00000227349	.	.	2.938763e-01	1	.
WFDC6	ENST00000372670	.	.	2.946039e-01	1	.
UBE2V2	ENST00000523111	.	.	2.954496e-01	1	.
RPRD2	ENST00000369068	.	.	2.961907e-01	1	.
CDCA8	ENST00000373055	.	.	2.962181e-01	1	.
CPLX1	ENST00000304062	.	.	2.967857e-01	1	.
DLL4	ENST00000249749	.	.	2.975289e-01	1	.
CSTA	ENST00000264474	.	.	2.975449e-01	1	.
ADA	ENST00000372874	.	.	2.979471e-01	1	.
ACTR3C	ENST00000539352	.	.	2.980411e-01	1	.
CNGA1	ENST00000402813	.	.	2.981400e-01	1	.
NSA2	ENST00000296802	.	.	2.990914e-01	1	.
UTS2	ENST00000054668	.	.	2.993900e-01	1	.
NR1H4	ENST00000551379	.	.	2.996256e-01	1	.
