gene	transcript	protein_change	score	pvalue	qvalue	info
TLE1	ENST00000376499	.	.	8.062828e-05	3.709294e-02	.
BCORL1	ENST00000540052	.	.	1.090157e-04	4.895843e-02	.
ZBTB7B	ENST00000417934	.	.	1.593811e-04	6.871823e-02	.
MSH3	ENST00000265081	.	.	1.626451e-04	6.871823e-02	.
BRWD3	ENST00000373275	.	.	1.639445e-04	6.871823e-02	.
E2F1	ENST00000343380	.	.	1.725879e-04	7.076852e-02	.
PAX2	ENST00000428433	.	.	1.776865e-04	7.130898e-02	.
ADAMTSL4	ENST00000271643	.	.	2.160055e-04	8.457669e-02	.
CHD3	ENST00000380358	.	.	2.197146e-04	8.457669e-02	.
C6orf89	ENST00000355190	.	.	2.287161e-04	8.628084e-02	.
ERRFI1	ENST00000377482	.	.	2.458516e-04	9.092653e-02	.
EGR2	ENST00000242480	.	.	2.807495e-04	1.018365e-01	.
ARHGAP22	ENST00000417912	.	.	3.353151e-04	1.193342e-01	.
ARID4B	ENST00000264183	.	.	4.453463e-04	1.555578e-01	.
FAM133A	ENST00000538690	.	.	4.837304e-04	1.658932e-01	.
B2M	ENST00000558401	.	.	5.264740e-04	1.721755e-01	.
RBM27	ENST00000265271	.	.	5.284205e-04	1.721755e-01	.
CASP8	ENST00000358485	.	.	5.310496e-04	1.721755e-01	.
TEAD2	ENST00000598810	.	.	5.385620e-04	1.721755e-01	.
AKAP7	ENST00000431975	.	.	5.592748e-04	1.758174e-01	.
NSD1	ENST00000439151	.	.	6.189870e-04	1.913989e-01	.
CWF19L2	ENST00000282251	.	.	6.366316e-04	1.936798e-01	.
PHF14	ENST00000445996	.	.	6.984767e-04	2.091217e-01	.
KRAS	ENST00000256078	.	.	7.485422e-04	2.206094e-01	.
FAHD2B	ENST00000414820	.	.	7.743557e-04	2.247061e-01	.
CHTF8	ENST00000574807	.	.	8.688273e-04	2.483003e-01	.
CD4	ENST00000011653	.	.	9.554144e-04	2.689705e-01	.
KCNA4	ENST00000328224	.	.	1.017652e-03	2.822786e-01	.
TDRD12	ENST00000444215	.	.	1.103507e-03	3.016572e-01	.
LARP4B	ENST00000316157	.	.	1.163435e-03	3.134960e-01	.
ZMYM2	ENST00000382869	.	.	1.224427e-03	3.252837e-01	.
ZMPSTE24	ENST00000372759	.	.	1.302913e-03	3.413269e-01	.
NOVA1	ENST00000539517	.	.	1.336900e-03	3.454329e-01	.
DTX4	ENST00000227451	.	.	1.383671e-03	3.526865e-01	.
KRCC1	ENST00000347055	.	.	1.427165e-03	3.589226e-01	.
KIAA1024	ENST00000305428	.	.	1.566818e-03	3.888596e-01	.
MAP3K1	ENST00000399503	.	.	1.796280e-03	4.400185e-01	.
C19orf70	ENST00000309324	.	.	1.830596e-03	4.426756e-01	.
CDH10	ENST00000264463	.	.	1.861691e-03	4.444963e-01	.
CIRBP	ENST00000588030	.	.	2.000840e-03	4.717482e-01	.
USP26	ENST00000511190	.	.	2.072078e-03	4.825127e-01	.
UPF3B	ENST00000276201	.	.	2.110723e-03	4.855177e-01	.
OR6P1	ENST00000334632	.	.	2.222126e-03	5.049848e-01	.
NRIP1	ENST00000400202	.	.	2.257612e-03	5.069414e-01	.
NCBP1	ENST00000375147	.	.	2.413749e-03	5.356251e-01	.
MAP7D3	ENST00000316077	.	.	2.478007e-03	5.434903e-01	.
CAMTA2	ENST00000414043	.	.	2.572596e-03	5.577507e-01	.
DDX3X	ENST00000399959	.	.	2.634790e-03	5.604691e-01	.
SLC26A9	ENST00000367134	.	.	2.669339e-03	5.604691e-01	.
ZNF292	ENST00000369577	.	.	2.674277e-03	5.604691e-01	.
OR51E2	ENST00000396950	.	.	2.712035e-03	5.617056e-01	.
TIMP3	ENST00000266085	.	.	2.739737e-03	5.617056e-01	.
CCDC160	ENST00000517294	.	.	2.789048e-03	5.656670e-01	.
POLR2F	ENST00000442738	.	.	2.939631e-03	5.884946e-01	.
HIAT1	ENST00000370152	.	.	2.973758e-03	5.884946e-01	.
MTG1	ENST00000317502	.	.	2.995201e-03	5.884946e-01	.
CCDC73	ENST00000335185	.	.	3.034551e-03	5.900794e-01	.
ACVR1	ENST00000263640	.	.	3.271081e-03	6.295829e-01	.
IGSF9	ENST00000368094	.	.	3.360589e-03	6.343554e-01	.
PDGFB	ENST00000331163	.	.	3.363140e-03	6.343554e-01	.
ZWINT	ENST00000373944	.	.	3.582295e-03	6.690024e-01	.
C6	ENST00000263413	.	.	3.654331e-03	6.746547e-01	.
TMEM50A	ENST00000374358	.	.	3.684097e-03	6.746547e-01	.
OR14C36	ENST00000317861	.	.	3.756328e-03	6.812678e-01	.
LCE1C	ENST00000368768	.	.	3.959056e-03	7.111972e-01	.
UBQLN2	ENST00000338222	.	.	4.152500e-03	7.389099e-01	.
ZC3H18	ENST00000301011	.	.	4.200478e-03	7.404618e-01	.
SMAP1	ENST00000370455	.	.	4.520095e-03	7.807966e-01	.
NFE2L2	ENST00000397062	.	.	4.541301e-03	7.807966e-01	.
NRAS	ENST00000369535	.	.	4.608896e-03	7.807966e-01	.
EFNB3	ENST00000226091	.	.	4.614515e-03	7.807966e-01	.
GK2	ENST00000358842	.	.	4.636264e-03	7.807966e-01	.
IFRD1	ENST00000403825	.	.	4.736571e-03	7.882135e-01	.
ANXA13	ENST00000262219	.	.	4.787478e-03	7.882135e-01	.
CDC7	ENST00000428239	.	.	4.805670e-03	7.882135e-01	.
BEX4	ENST00000372695	.	.	5.153417e-03	8.290716e-01	.
CCAR1	ENST00000265872	.	.	5.174649e-03	8.290716e-01	.
PYHIN1	ENST00000368140	.	.	5.219222e-03	8.290716e-01	.
MORC4	ENST00000355610	.	.	5.230597e-03	8.290716e-01	.
IL8	ENST00000307407	.	.	5.727210e-03	9.002220e-01	.
ZNF124	ENST00000340684	.	.	5.820021e-03	9.072499e-01	.
BZW1	ENST00000452790	.	.	5.908666e-03	9.135185e-01	.
CCDC39	ENST00000471307	.	.	6.131499e-03	9.347064e-01	.
HTRA2	ENST00000258080	.	.	6.144820e-03	9.347064e-01	.
CNTN6	ENST00000446702	.	.	6.565704e-03	9.841855e-01	.
BCOR	ENST00000378444	.	.	6.574455e-03	9.841855e-01	.
ZFP37	ENST00000374227	.	.	6.746011e-03	1	.
HCFC1R1	ENST00000248089	.	.	6.954401e-03	1	.
TSPYL4	ENST00000420283	.	.	7.014875e-03	1	.
BCLAF1	ENST00000531224	.	.	7.428379e-03	1	.
ANKRD30B	ENST00000358984	.	.	8.115160e-03	1	.
USP13	ENST00000263966	.	.	8.212725e-03	1	.
ATF7IP	ENST00000261168	.	.	8.243633e-03	1	.
AKT1	ENST00000554581	.	.	8.369208e-03	1	.
ERBB3	ENST00000267101	.	.	8.686159e-03	1	.
PHF23	ENST00000320316	.	.	8.728490e-03	1	.
CEP290	ENST00000552810	.	.	8.786697e-03	1	.
FOXP4	ENST00000373060	.	.	8.804658e-03	1	.
ARAF	ENST00000377045	.	.	8.813555e-03	1	.
IQSEC2	ENST00000396435	.	.	8.910596e-03	1	.
ATAD2B	ENST00000238789	.	.	8.953095e-03	1	.
PPM1D	ENST00000305921	.	.	9.064254e-03	1	.
OSGEPL1	ENST00000264151	.	.	9.100447e-03	1	.
TFDP1	ENST00000375370	.	.	9.337300e-03	1	.
ZNF486	ENST00000335117	.	.	9.658466e-03	1	.
FAM9A	ENST00000543214	.	.	9.724542e-03	1	.
PCGF3	ENST00000362003	.	.	1.036258e-02	1	.
MLF1	ENST00000392822	.	.	1.038445e-02	1	.
BRD1	ENST00000216267	.	.	1.044986e-02	1	.
ATP6V1B1	ENST00000234396	.	.	1.053846e-02	1	.
WWC3	ENST00000380861	.	.	1.078058e-02	1	.
PRR15L	ENST00000300557	.	.	1.116601e-02	1	.
IRF2	ENST00000393593	.	.	1.138304e-02	1	.
HOXA11	ENST00000006015	.	.	1.149982e-02	1	.
AP1S2	ENST00000329235	.	.	1.156009e-02	1	.
PLEKHA6	ENST00000272203	.	.	1.169198e-02	1	.
FAHD2A	ENST00000233379	.	.	1.175827e-02	1	.
HSP90AB1	ENST00000371554	.	.	1.205339e-02	1	.
PAGE1	ENST00000376150	.	.	1.215737e-02	1	.
NKAP	ENST00000371410	.	.	1.288710e-02	1	.
PPRC1	ENST00000278070	.	.	1.295808e-02	1	.
TM4SF4	ENST00000305354	.	.	1.304558e-02	1	.
SMARCA1	ENST00000371122	.	.	1.348732e-02	1	.
METTL8	ENST00000375258	.	.	1.355574e-02	1	.
XYLT2	ENST00000017003	.	.	1.384431e-02	1	.
FUBP1	ENST00000370768	.	.	1.437030e-02	1	.
ZBTB7C	ENST00000588982	.	.	1.452913e-02	1	.
PRRT2	ENST00000567659	.	.	1.489130e-02	1	.
PSD	ENST00000020673	.	.	1.506241e-02	1	.
CHRNA6	ENST00000276410	.	.	1.514176e-02	1	.
AKR1B15	ENST00000457545	.	.	1.522833e-02	1	.
EIF4G3	ENST00000602326	.	.	1.585317e-02	1	.
PLA2G2E	ENST00000375116	.	.	1.587164e-02	1	.
SLC4A11	ENST00000380059	.	.	1.611707e-02	1	.
SRPR	ENST00000332118	.	.	1.637295e-02	1	.
SLC3A2	ENST00000377891	.	.	1.637437e-02	1	.
DHRS7	ENST00000216500	.	.	1.643085e-02	1	.
C1orf189	ENST00000368525	.	.	1.644604e-02	1	.
SESN3	ENST00000536441	.	.	1.648793e-02	1	.
EIF2AK3	ENST00000303236	.	.	1.650344e-02	1	.
LRCH2	ENST00000317135	.	.	1.659486e-02	1	.
C15orf52	ENST00000559313	.	.	1.678331e-02	1	.
GGPS1	ENST00000282841	.	.	1.714674e-02	1	.
RNF25	ENST00000295704	.	.	1.732689e-02	1	.
BCL7C	ENST00000380317	.	.	1.735038e-02	1	.
THAP6	ENST00000507556	.	.	1.745376e-02	1	.
OR5AR1	ENST00000302969	.	.	1.762802e-02	1	.
KRTAP25-1	ENST00000416044	.	.	1.785516e-02	1	.
PPIG	ENST00000260970	.	.	1.795403e-02	1	.
IRF9	ENST00000396864	.	.	1.800740e-02	1	.
HNF1B	ENST00000225893	.	.	1.804434e-02	1	.
RAE1	ENST00000395841	.	.	1.817017e-02	1	.
TCF4	ENST00000398339	.	.	1.824681e-02	1	.
EAPP	ENST00000250454	.	.	1.855629e-02	1	.
ACBD7	ENST00000356189	.	.	1.982643e-02	1	.
GNAZ	ENST00000248996	.	.	1.985316e-02	1	.
ATM	ENST00000278616	.	.	1.987489e-02	1	.
IL7R	ENST00000303115	.	.	1.990166e-02	1	.
ALX4	ENST00000329255	.	.	2.012663e-02	1	.
CIR1	ENST00000342016	.	.	2.048400e-02	1	.
SPTA1	ENST00000368147	.	.	2.083295e-02	1	.
TTK	ENST00000369798	.	.	2.084675e-02	1	.
RBM39	ENST00000253363	.	.	2.088897e-02	1	.
RCBTB2	ENST00000344532	.	.	2.097549e-02	1	.
NGRN	ENST00000379095	.	.	2.114845e-02	1	.
NID2	ENST00000216286	.	.	2.117510e-02	1	.
OR9K2	ENST00000305377	.	.	2.130265e-02	1	.
CXCL9	ENST00000264888	.	.	2.132465e-02	1	.
KRTAP19-8	ENST00000382822	.	.	2.137360e-02	1	.
GNA14	ENST00000341700	.	.	2.145987e-02	1	.
C7orf61	ENST00000332375	.	.	2.147859e-02	1	.
SSB	ENST00000409333	.	.	2.173253e-02	1	.
SPATA22	ENST00000573128	.	.	2.184721e-02	1	.
FUBP3	ENST00000319725	.	.	2.186295e-02	1	.
DDX17	ENST00000396821	.	.	2.212581e-02	1	.
ADD3	ENST00000356080	.	.	2.219242e-02	1	.
ING1	ENST00000375774	.	.	2.238116e-02	1	.
DOCK11	ENST00000276202	.	.	2.240115e-02	1	.
RFESD	ENST00000458310	.	.	2.250650e-02	1	.
RIT2	ENST00000326695	.	.	2.259000e-02	1	.
CRYGB	ENST00000260988	.	.	2.284638e-02	1	.
LGALS2	ENST00000215886	.	.	2.285746e-02	1	.
RBP5	ENST00000266560	.	.	2.305422e-02	1	.
FOXP1	ENST00000491238	.	.	2.316657e-02	1	.
HAX1	ENST00000328703	.	.	2.323198e-02	1	.
KCNE1	ENST00000337385	.	.	2.337665e-02	1	.
EPN2	ENST00000314728	.	.	2.339455e-02	1	.
MED25	ENST00000312865	.	.	2.339860e-02	1	.
CP	ENST00000264613	.	.	2.370378e-02	1	.
OXER1	ENST00000378661	.	.	2.388351e-02	1	.
BEND3	ENST00000429433	.	.	2.402120e-02	1	.
MAGEA3	ENST00000393902	.	.	2.441734e-02	1	.
SMARCAL1	ENST00000357276	.	.	2.442698e-02	1	.
C12orf68	ENST00000316554	.	.	2.471042e-02	1	.
OR5AS1	ENST00000313555	.	.	2.489813e-02	1	.
PPP2R5A	ENST00000261461	.	.	2.585304e-02	1	.
IL22RA2	ENST00000296980	.	.	2.585732e-02	1	.
IKBKG	ENST00000369609	.	.	2.592603e-02	1	.
TFDP3	ENST00000310125	.	.	2.596942e-02	1	.
SNTG1	ENST00000522124	.	.	2.606346e-02	1	.
CORT	ENST00000377049	.	.	2.652018e-02	1	.
LINGO4	ENST00000368820	.	.	2.670120e-02	1	.
RAG2	ENST00000311485	.	.	2.720588e-02	1	.
SPRED1	ENST00000299084	.	.	2.731239e-02	1	.
CSNK2A2	ENST00000262506	.	.	2.747454e-02	1	.
TM6SF1	ENST00000322019	.	.	2.763975e-02	1	.
FMR1	ENST00000370475	.	.	2.766234e-02	1	.
DDX26B	ENST00000370752	.	.	2.766967e-02	1	.
LARP1	ENST00000336314	.	.	2.784141e-02	1	.
OR4Q3	ENST00000331723	.	.	2.833247e-02	1	.
DAPP1	ENST00000512369	.	.	2.869937e-02	1	.
FRA10AC1	ENST00000359204	.	.	2.883307e-02	1	.
ZHX2	ENST00000314393	.	.	2.927964e-02	1	.
C1QTNF5	ENST00000445041	.	.	2.970423e-02	1	.
RAB40AL	ENST00000218249	.	.	3.034874e-02	1	.
KLHL38	ENST00000325995	.	.	3.066667e-02	1	.
TMEM225	ENST00000375026	.	.	3.102218e-02	1	.
DNAJB11	ENST00000439351	.	.	3.103574e-02	1	.
GNG12	ENST00000370982	.	.	3.109086e-02	1	.
CRABP2	ENST00000368222	.	.	3.165615e-02	1	.
MVK	ENST00000228510	.	.	3.245879e-02	1	.
IRAK4	ENST00000448290	.	.	3.258405e-02	1	.
ARL8B	ENST00000256496	.	.	3.304421e-02	1	.
TMEM9	ENST00000367330	.	.	3.307242e-02	1	.
CT47B1	ENST00000371311	.	.	3.333864e-02	1	.
CPXM2	ENST00000368854	.	.	3.335638e-02	1	.
CD40LG	ENST00000370629	.	.	3.337893e-02	1	.
PKD2L2	ENST00000290431	.	.	3.362131e-02	1	.
UBE2K	ENST00000261427	.	.	3.400446e-02	1	.
ALX1	ENST00000316824	.	.	3.419171e-02	1	.
TCEAL3	ENST00000372628	.	.	3.422104e-02	1	.
MAP2K4	ENST00000353533	.	.	3.447849e-02	1	.
PPP2R3B	ENST00000390665	.	.	3.470360e-02	1	.
COLEC12	ENST00000400256	.	.	3.477410e-02	1	.
TCF19	ENST00000376257	.	.	3.482651e-02	1	.
USP9X	ENST00000324545	.	.	3.490304e-02	1	.
PSMA8	ENST00000308268	.	.	3.494750e-02	1	.
EIF5A	ENST00000336452	.	.	3.547803e-02	1	.
DSTN	ENST00000246069	.	.	3.552070e-02	1	.
ANKIB1	ENST00000265742	.	.	3.579944e-02	1	.
AFMID	ENST00000327898	.	.	3.592181e-02	1	.
TMEM170B	ENST00000379426	.	.	3.599036e-02	1	.
RBBP6	ENST00000319715	.	.	3.619039e-02	1	.
UGT1A9	ENST00000354728	.	.	3.624173e-02	1	.
OR5K1	ENST00000332650	.	.	3.630380e-02	1	.
PKIA	ENST00000396418	.	.	3.645193e-02	1	.
GGCT	ENST00000275428	.	.	3.654194e-02	1	.
F8	ENST00000360256	.	.	3.669839e-02	1	.
BTBD7	ENST00000334746	.	.	3.678458e-02	1	.
RXFP3	ENST00000330120	.	.	3.699128e-02	1	.
ITFG1	ENST00000320640	.	.	3.746740e-02	1	.
RARRES3	ENST00000255688	.	.	3.750777e-02	1	.
WIPF2	ENST00000323571	.	.	3.772873e-02	1	.
GNRH1	ENST00000276414	.	.	3.799187e-02	1	.
MGST2	ENST00000265498	.	.	3.821649e-02	1	.
SMTN	ENST00000358743	.	.	3.848501e-02	1	.
TSPO2	ENST00000373161	.	.	3.855422e-02	1	.
BCL9L	ENST00000334801	.	.	3.870920e-02	1	.
COL8A1	ENST00000261037	.	.	3.884141e-02	1	.
S100A8	ENST00000368733	.	.	3.889728e-02	1	.
MTAP	ENST00000380172	.	.	3.952022e-02	1	.
RRAS2	ENST00000256196	.	.	3.977038e-02	1	.
BOLA3	ENST00000327428	.	.	4.002942e-02	1	.
DPAGT1	ENST00000409993	.	.	4.009496e-02	1	.
INTS12	ENST00000451321	.	.	4.046189e-02	1	.
TMUB2	ENST00000587989	.	.	4.053898e-02	1	.
DNAJA2	ENST00000317089	.	.	4.070412e-02	1	.
MESDC2	ENST00000261758	.	.	4.097395e-02	1	.
CDC25A	ENST00000302506	.	.	4.122143e-02	1	.
SAGE1	ENST00000535938	.	.	4.132878e-02	1	.
CTXN3	ENST00000379445	.	.	4.133516e-02	1	.
EFCAB7	ENST00000371088	.	.	4.144239e-02	1	.
RNF144B	ENST00000259939	.	.	4.157504e-02	1	.
IFITM5	ENST00000382614	.	.	4.158753e-02	1	.
C14orf119	ENST00000319074	.	.	4.179662e-02	1	.
KIF11	ENST00000260731	.	.	4.184493e-02	1	.
AFP	ENST00000395792	.	.	4.189098e-02	1	.
PSMB6	ENST00000270586	.	.	4.199920e-02	1	.
MS4A3	ENST00000278865	.	.	4.208589e-02	1	.
C20orf85	ENST00000371168	.	.	4.232364e-02	1	.
ELAVL1	ENST00000407627	.	.	4.232480e-02	1	.
CHRM3	ENST00000255380	.	.	4.267075e-02	1	.
TMEM206	ENST00000535273	.	.	4.272191e-02	1	.
C12orf39	ENST00000256969	.	.	4.287028e-02	1	.
MT4	ENST00000219162	.	.	4.290994e-02	1	.
CDC14A	ENST00000544534	.	.	4.326420e-02	1	.
C9orf131	ENST00000312292	.	.	4.328279e-02	1	.
EPHX4	ENST00000370383	.	.	4.343883e-02	1	.
NAA15	ENST00000296543	.	.	4.354471e-02	1	.
ZNF701	ENST00000540331	.	.	4.365513e-02	1	.
GYS2	ENST00000261195	.	.	4.381259e-02	1	.
DPYSL5	ENST00000288699	.	.	4.387841e-02	1	.
BCL9	ENST00000234739	.	.	4.391784e-02	1	.
KLRK1	ENST00000240618	.	.	4.392284e-02	1	.
OR6C75	ENST00000343399	.	.	4.402564e-02	1	.
CXorf40B	ENST00000370406	.	.	4.406974e-02	1	.
KLRC4	ENST00000309384	.	.	4.428515e-02	1	.
C1orf112	ENST00000286031	.	.	4.436894e-02	1	.
HTR2C	ENST00000276198	.	.	4.438066e-02	1	.
CLIC1	ENST00000375780	.	.	4.452104e-02	1	.
FGF13	ENST00000370603	.	.	4.460880e-02	1	.
CTNNA3	ENST00000433211	.	.	4.461858e-02	1	.
TMEM232	ENST00000455884	.	.	4.521253e-02	1	.
CD58	ENST00000369489	.	.	4.523168e-02	1	.
MYC	ENST00000377970	.	.	4.541589e-02	1	.
RBM46	ENST00000281722	.	.	4.543033e-02	1	.
USMG5	ENST00000369825	.	.	4.554664e-02	1	.
KDSR	ENST00000406396	.	.	4.556027e-02	1	.
PSG2	ENST00000406487	.	.	4.574761e-02	1	.
NSMCE2	ENST00000287437	.	.	4.626048e-02	1	.
HSPB8	ENST00000281938	.	.	4.691961e-02	1	.
CDC42EP1	ENST00000249014	.	.	4.698132e-02	1	.
MAGEB3	ENST00000361644	.	.	4.738723e-02	1	.
BTNL8	ENST00000340184	.	.	4.740995e-02	1	.
LZTR1	ENST00000215739	.	.	4.747322e-02	1	.
TUBGCP2	ENST00000543663	.	.	4.763074e-02	1	.
DYNC1LI2	ENST00000258198	.	.	4.801723e-02	1	.
PTPN3	ENST00000374541	.	.	4.897712e-02	1	.
CRYGC	ENST00000282141	.	.	4.906453e-02	1	.
MAGEC3	ENST00000298296	.	.	4.924310e-02	1	.
TMEM128	ENST00000254742	.	.	4.952993e-02	1	.
PDZD11	ENST00000239666	.	.	4.982664e-02	1	.
NFASC	ENST00000339876	.	.	5.002716e-02	1	.
RPS6	ENST00000380394	.	.	5.023558e-02	1	.
LTBR	ENST00000228918	.	.	5.043011e-02	1	.
MOAP1	ENST00000556883	.	.	5.054231e-02	1	.
IFNA14	ENST00000380222	.	.	5.105346e-02	1	.
OR2T33	ENST00000318021	.	.	5.135651e-02	1	.
GPR174	ENST00000276077	.	.	5.144816e-02	1	.
OCRL	ENST00000371113	.	.	5.172885e-02	1	.
NOBOX	ENST00000467773	.	.	5.207656e-02	1	.
DUSP16	ENST00000228862	.	.	5.212563e-02	1	.
ARID2	ENST00000334344	.	.	5.242748e-02	1	.
WDR87	ENST00000303868	.	.	5.257741e-02	1	.
RALA	ENST00000005257	.	.	5.285849e-02	1	.
PLG	ENST00000308192	.	.	5.297165e-02	1	.
ZNF716	ENST00000420713	.	.	5.301268e-02	1	.
CHERP	ENST00000546361	.	.	5.321121e-02	1	.
FAS	ENST00000355740	.	.	5.324338e-02	1	.
C10orf25	ENST00000298298	.	.	5.325619e-02	1	.
PMS2	ENST00000265849	.	.	5.389567e-02	1	.
AMIGO3	ENST00000535833	.	.	5.390216e-02	1	.
C1QTNF3	ENST00000382065	.	.	5.397382e-02	1	.
SUPT4H1	ENST00000225504	.	.	5.400292e-02	1	.
RTN2	ENST00000245923	.	.	5.410469e-02	1	.
THRAP3	ENST00000354618	.	.	5.412178e-02	1	.
TXNDC17	ENST00000250101	.	.	5.419801e-02	1	.
HIST2H2AC	ENST00000331380	.	.	5.470172e-02	1	.
CBX3	ENST00000337620	.	.	5.472377e-02	1	.
C20orf173	ENST00000444723	.	.	5.486595e-02	1	.
ZFP36L2	ENST00000282388	.	.	5.511503e-02	1	.
FAIM	ENST00000338446	.	.	5.517102e-02	1	.
RAD23A	ENST00000586534	.	.	5.535957e-02	1	.
MRPS33	ENST00000393008	.	.	5.538920e-02	1	.
C12orf29	ENST00000356891	.	.	5.557113e-02	1	.
IL3RA	ENST00000331035	.	.	5.561612e-02	1	.
SUMO2	ENST00000420826	.	.	5.591623e-02	1	.
DOCK7	ENST00000340370	.	.	5.600992e-02	1	.
MYOM3	ENST00000374434	.	.	5.625559e-02	1	.
OR2M7	ENST00000317965	.	.	5.640934e-02	1	.
GRM8	ENST00000339582	.	.	5.673656e-02	1	.
GNG13	ENST00000248150	.	.	5.687172e-02	1	.
CTNND1	ENST00000399050	.	.	5.689862e-02	1	.
SLITRK4	ENST00000381779	.	.	5.710872e-02	1	.
PHF6	ENST00000332070	.	.	5.712797e-02	1	.
FAM168B	ENST00000409185	.	.	5.714199e-02	1	.
GOLT1B	ENST00000229314	.	.	5.762129e-02	1	.
IL17RB	ENST00000288167	.	.	5.768621e-02	1	.
PBRM1	ENST00000394830	.	.	5.788507e-02	1	.
FAM13B	ENST00000033079	.	.	5.799405e-02	1	.
PARK7	ENST00000493678	.	.	5.801498e-02	1	.
CREB3L4	ENST00000368607	.	.	5.810161e-02	1	.
MTSS1	ENST00000518547	.	.	5.839907e-02	1	.
ADRA2A	ENST00000280155	.	.	5.846393e-02	1	.
MYEOV2	ENST00000307266	.	.	5.850644e-02	1	.
HERPUD1	ENST00000439977	.	.	5.890256e-02	1	.
CEP78	ENST00000376597	.	.	5.896819e-02	1	.
KRIT1	ENST00000394507	.	.	5.900845e-02	1	.
PUM2	ENST00000338086	.	.	5.940133e-02	1	.
HCFC2	ENST00000229330	.	.	5.959170e-02	1	.
ZNF562	ENST00000448622	.	.	5.964263e-02	1	.
STAMBPL1	ENST00000371926	.	.	5.969213e-02	1	.
P2RY14	ENST00000309170	.	.	5.976079e-02	1	.
GOT1L1	ENST00000307599	.	.	5.977520e-02	1	.
MS4A1	ENST00000534668	.	.	5.985348e-02	1	.
UBE2E3	ENST00000410062	.	.	6.012695e-02	1	.
SLC48A1	ENST00000442218	.	.	6.037285e-02	1	.
CENPH	ENST00000283006	.	.	6.079043e-02	1	.
PLOD3	ENST00000223127	.	.	6.102139e-02	1	.
TXNIP	ENST00000369317	.	.	6.114656e-02	1	.
OR2C3	ENST00000366487	.	.	6.130143e-02	1	.
MSH6	ENST00000234420	.	.	6.133176e-02	1	.
SMAGP	ENST00000603798	.	.	6.150514e-02	1	.
SPACA3	ENST00000269053	.	.	6.154008e-02	1	.
TNPO2	ENST00000425528	.	.	6.174063e-02	1	.
C1QTNF2	ENST00000393975	.	.	6.208595e-02	1	.
HTR1F	ENST00000319595	.	.	6.248103e-02	1	.
EDEM3	ENST00000318130	.	.	6.269544e-02	1	.
KLK6	ENST00000376851	.	.	6.272590e-02	1	.
HS3ST5	ENST00000312719	.	.	6.312265e-02	1	.
TRIM59	ENST00000309784	.	.	6.316236e-02	1	.
HIST1H2AG	ENST00000359193	.	.	6.324203e-02	1	.
SMEK2	ENST00000345102	.	.	6.344363e-02	1	.
GOLT1A	ENST00000308302	.	.	6.419872e-02	1	.
INPP4B	ENST00000513000	.	.	6.429183e-02	1	.
